AÑO,MES,DISTRITO,FUEGOS,DAÑOS EN CONSTRUCCION,SALVAMENTOS Y RESCATES,DAÑOS POR AGUA,INCIDENTES DIVERSOS,SALIDAS SIN INTERVENCION,SERVICIOS VARIOS,TOTAL
2021,octubre,VICALVARO,16.0,0.0,9.0,5.0,2.0,8.0,1.0,41.0
2021,octubre,SAN BLAS,15.0,3.0,39.0,4.0,12.0,14.0,5.0,92.0
2021,octubre,BARAJAS,1.0,1.0,5.0,1.0,3.0,6.0,1.0,18.0
2021,octubre,FUERA TERMINO MUNICIPAL,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0
2021,septiembre,CENTRO,29.0,28.0,35.0,11.0,18.0,42.0,6.0,169.0
2021,septiembre,ARGANZUELA,5.0,4.0,30.0,7.0,12.0,19.0,3.0,80.0
2021,septiembre,RETIRO,7.0,7.0,20.0,6.0,16.0,10.0,1.0,67.0
2021,septiembre,SALAMANCA,9.0,14.0,45.0,13.0,21.0,21.0,0.0,123.0
2021,septiembre,CHAMARTIN,8.0,5.0,24.0,5.0,25.0,30.0,4.0,101.0
2021,septiembre,TETUAN,17.0,6.0,35.0,7.0,16.0,15.0,2.0,98.0
2021,septiembre,CHAMBERI,12.0,7.0,23.0,14.0,14.0,19.0,1.0,90.0
2021,septiembre,FUENCARRAL,25.0,4.0,32.0,7.0,21.0,29.0,0.0,118.0
2021,septiembre,MONCLOA,13.0,6.0,22.0,11.0,11.0,27.0,3.0,93.0
2021,septiembre,LATINA,19.0,1.0,33.0,10.0,20.0,30.0,0.0,113.0
2021,septiembre,CARABANCHEL,25.0,9.0,42.0,13.0,27.0,28.0,1.0,145.0
2021,septiembre,USERA,14.0,2.0,20.0,5.0,11.0,19.0,2.0,73.0
2021,septiembre,PUENTE VALLECAS,25.0,3.0,37.0,15.0,22.0,31.0,4.0,137.0
2021,septiembre,MORATALAZ,1.0,1.0,25.0,4.0,7.0,10.0,0.0,48.0
2021,septiembre,CIUDAD LINEAL,18.0,5.0,26.0,6.0,12.0,21.0,0.0,88.0
2021,septiembre,HORTALEZA,11.0,4.0,24.0,8.0,11.0,20.0,0.0,78.0
2021,septiembre,VILLAVERDE,30.0,2.0,19.0,17.0,8.0,13.0,0.0,89.0
2021,septiembre,VILLA DE VALLECAS,26.0,3.0,17.0,13.0,7.0,17.0,0.0,83.0
2021,septiembre,VICALVARO,19.0,3.0,9.0,3.0,1.0,8.0,0.0,43.0
2021,septiembre,SAN BLAS,15.0,1.0,30.0,4.0,15.0,11.0,8.0,84.0
2021,septiembre,BARAJAS,7.0,1.0,10.0,1.0,4.0,3.0,1.0,27.0
2021,agosto,CENTRO,45.0,7.0,40.0,23.0,18.0,44.0,0.0,177.0
2021,agosto,ARGANZUELA,14.0,4.0,36.0,13.0,11.0,16.0,3.0,97.0
2021,agosto,RETIRO,14.0,5.0,25.0,5.0,16.0,10.0,1.0,76.0
2021,agosto,SALAMANCA,14.0,5.0,19.0,15.0,13.0,19.0,5.0,90.0
2021,agosto,CHAMARTIN,16.0,2.0,25.0,12.0,14.0,9.0,2.0,80.0
2021,agosto,TETUAN,21.0,5.0,24.0,14.0,11.0,17.0,1.0,93.0
2021,agosto,CHAMBERI,12.0,7.0,19.0,13.0,15.0,17.0,1.0,84.0
2021,agosto,FUENCARRAL,33.0,1.0,42.0,9.0,16.0,17.0,1.0,119.0
2021,agosto,MONCLOA,21.0,7.0,19.0,7.0,14.0,12.0,2.0,82.0
2021,agosto,LATINA,46.0,2.0,48.0,15.0,21.0,15.0,1.0,148.0
2021,agosto,CARABANCHEL,28.0,3.0,35.0,10.0,23.0,23.0,1.0,123.0
2021,agosto,USERA,26.0,0.0,21.0,2.0,10.0,21.0,0.0,80.0
2021,agosto,PUENTE VALLECAS,35.0,3.0,48.0,7.0,6.0,27.0,4.0,130.0
2021,agosto,MORATALAZ,6.0,0.0,19.0,7.0,6.0,3.0,0.0,41.0
2021,agosto,CIUDAD LINEAL,25.0,2.0,31.0,8.0,19.0,16.0,0.0,101.0
2021,agosto,HORTALEZA,21.0,5.0,26.0,6.0,5.0,17.0,1.0,81.0
2021,agosto,VILLAVERDE,39.0,2.0,24.0,8.0,23.0,25.0,0.0,121.0
2021,agosto,VILLA DE VALLECAS,66.0,3.0,14.0,3.0,3.0,28.0,0.0,117.0
2021,agosto,VICALVARO,29.0,1.0,10.0,2.0,8.0,5.0,1.0,56.0
2021,agosto,SAN BLAS,20.0,4.0,40.0,6.0,11.0,16.0,0.0,97.0
2021,agosto,BARAJAS,6.0,1.0,5.0,1.0,3.0,7.0,0.0,23.0
2021,agosto,FUERA TERMINO MUNICIPAL,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
2021,julio,CENTRO,32.0,17.0,52.0,18.0,26.0,29.0,1.0,175.0
2021,julio,ARGANZUELA,15.0,2.0,31.0,9.0,15.0,16.0,0.0,88.0
2021,julio,RETIRO,11.0,4.0,12.0,6.0,4.0,13.0,0.0,50.0
2021,julio,SALAMANCA,13.0,13.0,22.0,4.0,16.0,14.0,2.0,84.0
2021,julio,CHAMARTIN,12.0,3.0,21.0,10.0,17.0,12.0,0.0,75.0
2021,julio,TETUAN,23.0,11.0,30.0,10.0,14.0,24.0,0.0,112.0
2021,julio,CHAMBERI,20.0,7.0,30.0,15.0,9.0,19.0,0.0,100.0
2021,julio,FUENCARRAL,51.0,3.0,30.0,8.0,22.0,44.0,3.0,161.0
2021,julio,MONCLOA,42.0,4.0,24.0,6.0,20.0,28.0,6.0,130.0
2021,julio,LATINA,40.0,6.0,41.0,12.0,17.0,27.0,1.0,144.0
2021,julio,CARABANCHEL,37.0,5.0,40.0,10.0,26.0,30.0,2.0,150.0
2021,julio,USERA,16.0,2.0,31.0,8.0,6.0,15.0,1.0,79.0
2021,julio,PUENTE VALLECAS,50.0,2.0,39.0,9.0,13.0,38.0,5.0,156.0
2021,julio,MORATALAZ,15.0,0.0,18.0,6.0,8.0,9.0,0.0,56.0
2021,julio,CIUDAD LINEAL,18.0,5.0,29.0,4.0,24.0,16.0,1.0,97.0
2021,julio,HORTALEZA,30.0,0.0,30.0,8.0,20.0,20.0,0.0,108.0
2021,julio,VILLAVERDE,57.0,1.0,30.0,6.0,5.0,14.0,1.0,114.0
2021,julio,VILLA DE VALLECAS,62.0,0.0,12.0,3.0,7.0,25.0,2.0,111.0
2021,julio,VICALVARO,28.0,0.0,11.0,6.0,3.0,11.0,1.0,60.0
2021,julio,SAN BLAS,12.0,1.0,18.0,6.0,17.0,11.0,1.0,66.0
2021,julio,BARAJAS,7.0,0.0,7.0,2.0,1.0,5.0,0.0,22.0
2021,julio,FUERA TERMINO MUNICIPAL,2.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
2021,junio,CENTRO,20.0,27.0,47.0,23.0,27.0,31.0,7.0,182.0
2021,junio,ARGANZUELA,15.0,10.0,20.0,7.0,18.0,17.0,1.0,88.0
2021,junio,RETIRO,14.0,6.0,16.0,5.0,19.0,14.0,5.0,79.0
2021,junio,SALAMANCA,16.0,15.0,21.0,14.0,26.0,21.0,3.0,116.0
2021,junio,CHAMARTIN,9.0,10.0,17.0,8.0,29.0,18.0,4.0,95.0
2021,junio,TETUAN,17.0,23.0,35.0,10.0,14.0,29.0,1.0,129.0
2021,junio,CHAMBERI,30.0,18.0,27.0,9.0,25.0,20.0,2.0,131.0
2021,junio,FUENCARRAL,17.0,4.0,38.0,9.0,28.0,29.0,1.0,126.0
2021,junio,MONCLOA,16.0,4.0,19.0,8.0,28.0,26.0,3.0,104.0
2021,junio,LATINA,33.0,8.0,36.0,18.0,31.0,38.0,4.0,168.0
2021,junio,CARABANCHEL,46.0,7.0,42.0,7.0,27.0,26.0,2.0,157.0
2021,junio,USERA,19.0,4.0,19.0,6.0,23.0,21.0,1.0,93.0
2021,junio,PUENTE VALLECAS,25.0,14.0,30.0,10.0,25.0,21.0,5.0,130.0
2021,junio,MORATALAZ,9.0,1.0,14.0,6.0,15.0,14.0,4.0,63.0
2021,junio,CIUDAD LINEAL,30.0,4.0,27.0,4.0,26.0,22.0,0.0,113.0
2021,junio,HORTALEZA,38.0,7.0,22.0,6.0,24.0,30.0,1.0,128.0
2021,junio,VILLAVERDE,66.0,7.0,16.0,7.0,24.0,21.0,4.0,145.0
2021,junio,VILLA DE VALLECAS,70.0,3.0,12.0,7.0,12.0,20.0,2.0,126.0
2021,junio,VICALVARO,23.0,1.0,14.0,1.0,6.0,14.0,2.0,61.0
2021,junio,SAN BLAS,26.0,4.0,27.0,7.0,21.0,15.0,1.0,101.0
2021,junio,BARAJAS,8.0,2.0,11.0,1.0,12.0,12.0,2.0,47.0
2021,mayo,ARGANZUELA,14.0,4.0,20.0,7.0,16.0,9.0,4.0,74.0
2021,mayo,RETIRO,17.0,3.0,15.0,3.0,17.0,11.0,3.0,69.0
2021,mayo,SALAMANCA,13.0,6.0,33.0,7.0,17.0,23.0,6.0,105.0
2021,mayo,CHAMARTIN,11.0,8.0,21.0,3.0,22.0,15.0,3.0,83.0
2021,mayo,TETUAN,19.0,10.0,21.0,4.0,10.0,13.0,3.0,80.0
2021,mayo,CHAMBERI,20.0,12.0,25.0,8.0,12.0,14.0,4.0,95.0
2021,mayo,FUENCARRAL,21.0,5.0,35.0,6.0,28.0,31.0,6.0,132.0
2021,mayo,MONCLOA,25.0,1.0,22.0,5.0,19.0,11.0,9.0,92.0
2021,mayo,LATINA,41.0,1.0,32.0,12.0,11.0,36.0,4.0,137.0
2021,mayo,CARABANCHEL,31.0,4.0,31.0,8.0,26.0,22.0,6.0,128.0
2021,mayo,USERA,15.0,2.0,15.0,5.0,16.0,15.0,2.0,70.0
2021,mayo,PUENTE VALLECAS,21.0,8.0,36.0,9.0,16.0,26.0,6.0,122.0
2021,mayo,MORATALAZ,13.0,3.0,10.0,5.0,6.0,7.0,0.0,44.0
2021,mayo,CIUDAD LINEAL,18.0,11.0,50.0,3.0,19.0,18.0,3.0,122.0
2021,mayo,HORTALEZA,25.0,3.0,22.0,2.0,14.0,15.0,3.0,84.0
2021,mayo,VILLAVERDE,33.0,1.0,20.0,8.0,10.0,17.0,1.0,90.0
2021,mayo,VILLA DE VALLECAS,29.0,2.0,29.0,4.0,13.0,18.0,3.0,98.0
2021,mayo,VICALVARO,13.0,1.0,12.0,3.0,6.0,11.0,0.0,46.0
2021,mayo,SAN BLAS,17.0,4.0,24.0,4.0,17.0,21.0,2.0,89.0
2021,mayo,BARAJAS,3.0,0.0,7.0,3.0,0.0,8.0,1.0,22.0
2021,mayo,FUERA TERMINO MUNICIPAL,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
2021,abril,CENTRO,12.0,28.0,24.0,9.0,21.0,20.0,12.0,126.0
2021,abril,ARGANZUELA,11.0,11.0,14.0,5.0,13.0,8.0,6.0,68.0
2021,abril,RETIRO,6.0,1.0,12.0,3.0,14.0,6.0,2.0,44.0
2021,abril,SALAMANCA,8.0,21.0,28.0,8.0,16.0,12.0,7.0,100.0
2021,abril,CHAMARTIN,13.0,6.0,18.0,1.0,18.0,15.0,4.0,75.0
2021,abril,TETUAN,14.0,11.0,15.0,3.0,14.0,17.0,3.0,77.0
2021,abril,CHAMBERI,6.0,12.0,33.0,4.0,10.0,12.0,1.0,78.0
2021,abril,FUENCARRAL,19.0,7.0,21.0,8.0,13.0,29.0,8.0,105.0
2021,abril,MONCLOA,19.0,3.0,32.0,6.0,16.0,21.0,12.0,109.0
2021,abril,LATINA,44.0,7.0,29.0,8.0,12.0,23.0,10.0,133.0
2021,abril,CARABANCHEL,15.0,4.0,25.0,3.0,21.0,21.0,4.0,93.0
2021,abril,USERA,16.0,3.0,11.0,7.0,5.0,16.0,2.0,60.0
2021,abril,PUENTE VALLECAS,16.0,10.0,23.0,11.0,19.0,21.0,6.0,106.0
2021,abril,MORATALAZ,8.0,5.0,12.0,10.0,6.0,10.0,0.0,51.0
2021,abril,CIUDAD LINEAL,7.0,7.0,24.0,9.0,19.0,16.0,4.0,86.0
2021,abril,HORTALEZA,7.0,4.0,21.0,4.0,15.0,17.0,5.0,73.0
2021,abril,VILLAVERDE,20.0,7.0,22.0,10.0,11.0,13.0,5.0,88.0
2021,abril,VILLA DE VALLECAS,24.0,3.0,9.0,9.0,5.0,15.0,1.0,66.0
2021,abril,VICALVARO,15.0,0.0,11.0,1.0,0.0,8.0,3.0,38.0
2021,abril,SAN BLAS,14.0,5.0,18.0,4.0,15.0,6.0,0.0,62.0
2021,abril,BARAJAS,2.0,0.0,3.0,0.0,6.0,4.0,3.0,18.0
2021,abril,FUERA TERMINO MUNICIPAL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2021,marzo,CENTRO,17.0,26.0,35.0,10.0,22.0,31.0,3.0,144.0
2021,marzo,ARGANZUELA,13.0,7.0,23.0,7.0,13.0,10.0,2.0,75.0
2021,marzo,RETIRO,4.0,5.0,20.0,4.0,4.0,16.0,1.0,54.0
2021,marzo,SALAMANCA,10.0,8.0,22.0,16.0,31.0,20.0,5.0,112.0
2021,marzo,CHAMARTIN,12.0,1.0,16.0,5.0,18.0,14.0,7.0,73.0
2021,marzo,TETUAN,14.0,13.0,20.0,2.0,20.0,13.0,5.0,87.0
2021,marzo,CHAMBERI,18.0,10.0,26.0,10.0,12.0,11.0,4.0,91.0
2021,marzo,FUENCARRAL,28.0,2.0,24.0,4.0,14.0,20.0,8.0,100.0
2021,marzo,MONCLOA,13.0,5.0,16.0,8.0,21.0,21.0,6.0,90.0
2021,marzo,LATINA,21.0,3.0,22.0,3.0,17.0,20.0,9.0,95.0
2021,marzo,CARABANCHEL,14.0,5.0,27.0,5.0,17.0,31.0,3.0,102.0
2021,marzo,USERA,17.0,1.0,18.0,2.0,9.0,21.0,1.0,69.0
2021,marzo,PUENTE VALLECAS,44.0,8.0,25.0,8.0,15.0,33.0,2.0,135.0
2021,marzo,MORATALAZ,9.0,0.0,14.0,0.0,6.0,5.0,0.0,34.0
2021,marzo,CIUDAD LINEAL,14.0,1.0,21.0,4.0,18.0,23.0,4.0,85.0
2021,marzo,HORTALEZA,20.0,1.0,21.0,2.0,20.0,15.0,4.0,83.0
2021,marzo,VILLAVERDE,26.0,4.0,14.0,3.0,13.0,12.0,4.0,76.0
2021,marzo,VILLA DE VALLECAS,18.0,0.0,8.0,4.0,9.0,17.0,5.0,61.0
2021,marzo,VICALVARO,10.0,1.0,7.0,1.0,8.0,5.0,0.0,32.0
2021,marzo,SAN BLAS,18.0,3.0,17.0,4.0,19.0,16.0,2.0,79.0
2021,marzo,BARAJAS,3.0,0.0,4.0,1.0,7.0,8.0,2.0,25.0
2021,febrero,CENTRO,20.0,18.0,21.0,13.0,32.0,41.0,4.0,149.0
2021,febrero,ARGANZUELA,9.0,10.0,18.0,2.0,15.0,14.0,4.0,72.0
2021,febrero,RETIRO,4.0,10.0,10.0,3.0,15.0,7.0,4.0,53.0
2021,febrero,SALAMANCA,7.0,12.0,13.0,5.0,37.0,19.0,8.0,101.0
2021,febrero,CHAMARTIN,6.0,4.0,10.0,1.0,30.0,14.0,5.0,70.0
2021,febrero,TETUAN,8.0,14.0,26.0,9.0,16.0,17.0,2.0,92.0
2021,febrero,CHAMBERI,8.0,17.0,22.0,3.0,16.0,9.0,5.0,80.0
2021,febrero,FUENCARRAL,15.0,0.0,22.0,1.0,37.0,13.0,10.0,98.0
2021,febrero,MONCLOA,10.0,3.0,16.0,4.0,21.0,11.0,5.0,70.0
2021,febrero,LATINA,13.0,9.0,20.0,8.0,21.0,25.0,10.0,106.0
2021,febrero,CARABANCHEL,30.0,7.0,29.0,9.0,23.0,26.0,6.0,130.0
2021,febrero,USERA,17.0,1.0,16.0,3.0,14.0,17.0,5.0,73.0
2021,febrero,PUENTE VALLECAS,28.0,8.0,23.0,7.0,18.0,21.0,5.0,110.0
2021,febrero,MORATALAZ,7.0,0.0,6.0,4.0,28.0,10.0,1.0,56.0
2021,febrero,CIUDAD LINEAL,11.0,5.0,12.0,4.0,40.0,14.0,2.0,88.0
2021,febrero,HORTALEZA,12.0,3.0,13.0,6.0,44.0,19.0,3.0,100.0
2021,febrero,VILLAVERDE,14.0,1.0,19.0,3.0,10.0,11.0,4.0,62.0
2021,febrero,VILLA DE VALLECAS,17.0,3.0,14.0,5.0,9.0,5.0,6.0,59.0
2021,febrero,VICALVARO,3.0,3.0,7.0,1.0,6.0,8.0,2.0,30.0
2021,febrero,SAN BLAS,17.0,4.0,16.0,5.0,27.0,14.0,10.0,93.0
2021,febrero,BARAJAS,5.0,1.0,1.0,6.0,6.0,8.0,5.0,32.0
2021,febrero,FUERA TERMINO MUNICIPAL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2021,enero,CENTRO,15.0,160.0,45.0,40.0,49.0,96.0,22.0,427.0
2021,enero,ARGANZUELA,4.0,27.0,21.0,21.0,36.0,33.0,8.0,150.0
2021,enero,RETIRO,2.0,27.0,22.0,8.0,35.0,25.0,5.0,124.0
2021,enero,SALAMANCA,10.0,81.0,39.0,19.0,65.0,44.0,12.0,270.0
2021,enero,CHAMARTIN,11.0,27.0,31.0,18.0,71.0,47.0,12.0,217.0
2021,enero,TETUAN,12.0,71.0,42.0,14.0,36.0,51.0,14.0,240.0
2021,enero,CHAMBERI,7.0,68.0,35.0,16.0,37.0,42.0,10.0,215.0
2021,enero,FUENCARRAL,22.0,30.0,51.0,35.0,128.0,81.0,23.0,370.0
2021,enero,MONCLOA,7.0,26.0,42.0,30.0,97.0,55.0,11.0,268.0
2021,enero,LATINA,11.0,28.0,44.0,24.0,134.0,71.0,12.0,324.0
2021,enero,CARABANCHEL,27.0,36.0,38.0,36.0,68.0,66.0,5.0,276.0
2021,enero,USERA,14.0,23.0,23.0,16.0,54.0,35.0,10.0,175.0
2021,enero,PUENTE VALLECAS,28.0,46.0,53.0,29.0,74.0,63.0,20.0,313.0
2021,enero,MORATALAZ,5.0,3.0,12.0,13.0,31.0,15.0,3.0,82.0
2021,enero,CIUDAD LINEAL,7.0,46.0,46.0,11.0,145.0,64.0,13.0,332.0
2021,enero,HORTALEZA,16.0,30.0,35.0,25.0,111.0,44.0,7.0,268.0
2021,enero,VILLAVERDE,20.0,25.0,25.0,37.0,68.0,48.0,4.0,227.0
2021,enero,VILLA DE VALLECAS,17.0,16.0,32.0,19.0,22.0,39.0,5.0,150.0
2021,enero,VICALVARO,7.0,15.0,18.0,9.0,13.0,21.0,2.0,85.0
2021,enero,SAN BLAS,11.0,27.0,30.0,23.0,89.0,39.0,3.0,222.0
2021,enero,BARAJAS,3.0,12.0,7.0,12.0,16.0,19.0,3.0,72.0
2022,diciembre,CENTRO,26.0,40.0,56.0,41.0,70.0,84.0,14.0,331.0
2022,diciembre,ARGANZUELA,6.0,11.0,12.0,10.0,6.0,34.0,2.0,81.0
2022,diciembre,RETIRO,4.0,9.0,15.0,12.0,10.0,16.0,2.0,68.0
2022,diciembre,SALAMANCA,7.0,15.0,31.0,13.0,23.0,29.0,8.0,126.0
2022,diciembre,CHAMARTIN,13.0,7.0,21.0,20.0,21.0,21.0,3.0,106.0
2022,diciembre,TETUAN,12.0,16.0,22.0,24.0,18.0,32.0,7.0,131.0
2022,diciembre,CHAMBERI,13.0,11.0,23.0,7.0,11.0,24.0,4.0,93.0
2022,diciembre,FUENCARRAL,22.0,3.0,27.0,12.0,23.0,29.0,7.0,123.0
2022,diciembre,MONCLOA,11.0,6.0,11.0,11.0,23.0,27.0,11.0,100.0
2022,diciembre,LATINA,15.0,7.0,47.0,16.0,18.0,34.0,8.0,145.0
2022,diciembre,CARABANCHEL,10.0,7.0,24.0,15.0,19.0,35.0,3.0,113.0
2022,diciembre,USERA,19.0,10.0,13.0,12.0,15.0,32.0,3.0,104.0
2022,diciembre,PUENTE VALLECAS,23.0,13.0,37.0,15.0,26.0,32.0,45.0,191.0
2022,diciembre,MORATALAZ,8.0,2.0,11.0,12.0,8.0,13.0,3.0,57.0
2022,diciembre,CIUDAD LINEAL,8.0,7.0,35.0,12.0,10.0,32.0,5.0,109.0
2022,diciembre,HORTALEZA,11.0,6.0,24.0,7.0,20.0,21.0,4.0,93.0
2022,diciembre,VILLAVERDE,24.0,6.0,12.0,13.0,14.0,23.0,6.0,98.0
2022,diciembre,VILLA DE VALLECAS,8.0,3.0,23.0,5.0,13.0,21.0,1.0,74.0
2022,diciembre,VICALVARO,10.0,4.0,9.0,8.0,5.0,8.0,4.0,48.0
2022,diciembre,SAN BLAS,11.0,11.0,13.0,6.0,23.0,23.0,3.0,90.0
2022,diciembre,BARAJAS,1.0,2.0,7.0,6.0,8.0,5.0,5.0,34.0
2022,diciembre,FUERA TERMINO MUNICIPAL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
2022,noviembre,CENTRO,22.0,34.0,40.0,13.0,49.0,56.0,24.0,238.0
2022,noviembre,ARGANZUELA,10.0,9.0,22.0,6.0,18.0,17.0,0.0,82.0
2022,noviembre,RETIRO,6.0,7.0,21.0,8.0,16.0,23.0,6.0,87.0
2022,noviembre,SALAMANCA,8.0,10.0,15.0,12.0,28.0,26.0,17.0,116.0
2022,noviembre,CHAMARTIN,12.0,6.0,18.0,10.0,33.0,18.0,6.0,103.0
2022,noviembre,TETUAN,10.0,4.0,22.0,14.0,11.0,22.0,12.0,95.0
2022,noviembre,CHAMBERI,9.0,5.0,18.0,15.0,20.0,17.0,3.0,87.0
2022,noviembre,FUENCARRAL,16.0,4.0,25.0,16.0,26.0,40.0,5.0,132.0
2022,noviembre,MONCLOA,9.0,10.0,22.0,7.0,30.0,25.0,8.0,111.0
2022,noviembre,LATINA,14.0,8.0,33.0,7.0,22.0,33.0,5.0,122.0
2022,noviembre,CARABANCHEL,22.0,6.0,30.0,10.0,24.0,42.0,4.0,138.0
2022,noviembre,USERA,12.0,4.0,15.0,6.0,13.0,21.0,5.0,76.0
2022,noviembre,PUENTE VALLECAS,31.0,8.0,40.0,3.0,21.0,47.0,54.0,204.0
2022,noviembre,MORATALAZ,3.0,4.0,11.0,4.0,12.0,11.0,2.0,47.0
2022,noviembre,CIUDAD LINEAL,9.0,6.0,19.0,11.0,14.0,25.0,5.0,89.0
2022,noviembre,HORTALEZA,3.0,3.0,20.0,5.0,17.0,28.0,4.0,80.0
2022,noviembre,VILLAVERDE,25.0,1.0,19.0,5.0,15.0,21.0,3.0,89.0
2022,noviembre,VILLA DE VALLECAS,3.0,1.0,8.0,6.0,13.0,14.0,2.0,47.0
2022,noviembre,VICALVARO,8.0,2.0,12.0,3.0,5.0,12.0,5.0,47.0
2022,noviembre,SAN BLAS,10.0,5.0,18.0,7.0,18.0,12.0,8.0,78.0
2022,noviembre,BARAJAS,3.0,1.0,4.0,5.0,8.0,5.0,0.0,26.0
2022,noviembre,FUERA TERMINO MUNICIPAL,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0
2022,octubre,CENTRO,19.0,28.0,47.0,11.0,46.0,62.0,21.0,234.0
2022,octubre,ARGANZUELA,9.0,9.0,17.0,4.0,22.0,24.0,4.0,89.0
2022,octubre,RETIRO,5.0,8.0,20.0,3.0,20.0,11.0,4.0,71.0
2022,octubre,SALAMANCA,15.0,7.0,17.0,8.0,31.0,27.0,15.0,120.0
2022,octubre,CHAMARTIN,12.0,8.0,18.0,4.0,35.0,23.0,10.0,110.0
2022,octubre,TETUAN,23.0,12.0,27.0,5.0,14.0,26.0,1.0,108.0
2022,octubre,CHAMBERI,20.0,9.0,32.0,11.0,34.0,23.0,2.0,131.0
2022,octubre,FUENCARRAL,25.0,7.0,21.0,12.0,55.0,29.0,14.0,163.0
2022,octubre,MONCLOA,13.0,7.0,19.0,3.0,38.0,22.0,6.0,108.0
2022,octubre,LATINA,27.0,9.0,29.0,7.0,36.0,21.0,4.0,133.0
2022,octubre,CARABANCHEL,32.0,10.0,41.0,3.0,31.0,32.0,4.0,153.0
2022,octubre,USERA,23.0,4.0,22.0,2.0,17.0,18.0,1.0,87.0
2022,octubre,PUENTE VALLECAS,24.0,11.0,31.0,6.0,43.0,32.0,57.0,204.0
2022,octubre,MORATALAZ,5.0,4.0,10.0,3.0,18.0,11.0,1.0,52.0
2022,octubre,CIUDAD LINEAL,10.0,5.0,30.0,6.0,38.0,21.0,3.0,113.0
2022,octubre,HORTALEZA,3.0,4.0,26.0,7.0,35.0,27.0,0.0,102.0
2022,octubre,VILLAVERDE,26.0,7.0,21.0,9.0,21.0,18.0,2.0,104.0
2022,octubre,VILLA DE VALLECAS,28.0,5.0,14.0,3.0,8.0,11.0,1.0,70.0
2022,octubre,VICALVARO,19.0,3.0,6.0,4.0,10.0,7.0,1.0,50.0
2022,octubre,SAN BLAS,9.0,5.0,27.0,5.0,18.0,15.0,10.0,89.0
2022,octubre,BARAJAS,2.0,1.0,5.0,5.0,15.0,8.0,4.0,40.0
2022,octubre,FUERA TERMINO MUNICIPAL,3.0,0.0,0.0,0.0,1.0,3.0,3.0,10.0
2022,septiembre,CENTRO,37.0,19.0,39.0,17.0,35.0,65.0,15.0,227.0
2022,septiembre,ARGANZUELA,16.0,8.0,29.0,9.0,33.0,23.0,2.0,120.0
2022,septiembre,RETIRO,7.0,7.0,15.0,7.0,30.0,14.0,2.0,82.0
2022,septiembre,SALAMANCA,17.0,16.0,27.0,9.0,29.0,32.0,7.0,137.0
2022,septiembre,CHAMARTIN,27.0,5.0,27.0,7.0,40.0,23.0,10.0,139.0
2022,septiembre,TETUAN,9.0,11.0,33.0,12.0,24.0,25.0,3.0,117.0
2022,septiembre,CHAMBERI,10.0,13.0,31.0,6.0,21.0,24.0,4.0,109.0
2022,septiembre,FUENCARRAL,24.0,1.0,25.0,14.0,43.0,23.0,9.0,139.0
2022,septiembre,MONCLOA,13.0,3.0,27.0,8.0,32.0,23.0,6.0,112.0
2022,septiembre,LATINA,22.0,6.0,34.0,9.0,32.0,22.0,10.0,135.0
2022,septiembre,CARABANCHEL,37.0,8.0,28.0,16.0,32.0,30.0,6.0,157.0
2022,septiembre,USERA,15.0,5.0,22.0,7.0,26.0,18.0,2.0,95.0
2022,septiembre,PUENTE VALLECAS,26.0,9.0,31.0,7.0,37.0,25.0,2.0,137.0
2022,septiembre,MORATALAZ,6.0,4.0,16.0,4.0,19.0,12.0,0.0,61.0
2022,septiembre,CIUDAD LINEAL,11.0,8.0,30.0,6.0,36.0,24.0,0.0,115.0
2022,septiembre,HORTALEZA,8.0,3.0,21.0,12.0,30.0,16.0,2.0,92.0
2022,septiembre,VILLAVERDE,44.0,2.0,14.0,5.0,24.0,37.0,3.0,129.0
2022,septiembre,VILLA DE VALLECAS,33.0,3.0,14.0,4.0,12.0,12.0,3.0,81.0
2022,septiembre,VICALVARO,13.0,1.0,6.0,3.0,15.0,9.0,1.0,48.0
2022,septiembre,SAN BLAS,11.0,4.0,15.0,5.0,29.0,23.0,4.0,91.0
2022,septiembre,BARAJAS,1.0,4.0,5.0,7.0,10.0,7.0,6.0,40.0
2022,septiembre,FUERA TERMINO MUNICIPAL,5.0,0.0,2.0,1.0,2.0,1.0,0.0,11.0
2022,agosto,CENTRO,45.0,10.0,58.0,28.0,38.0,49.0,6.0,234.0
2022,agosto,ARGANZUELA,15.0,4.0,20.0,17.0,39.0,19.0,2.0,116.0
2022,agosto,RETIRO,5.0,9.0,28.0,11.0,27.0,13.0,0.0,93.0
2022,agosto,SALAMANCA,12.0,11.0,25.0,15.0,14.0,19.0,3.0,99.0
2022,agosto,CHAMARTIN,18.0,7.0,28.0,6.0,30.0,13.0,4.0,106.0
2022,agosto,TETUAN,17.0,8.0,39.0,13.0,24.0,15.0,7.0,123.0
2022,agosto,CHAMBERI,17.0,4.0,40.0,16.0,25.0,18.0,1.0,121.0
