DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
SALAMANCA;2.0;36.0;4.0;23.0;0.0;58.0;45.0;73.0;11.0;4.0;2.0;46.0;4.0;233.0;457.0;0.0;5.0;2023;abril
CHAMARTÍN;4.0;12.0;1.0;68.0;23.0;20.0;50.0;46.0;16.0;19.0;26.0;101.0;0.0;134.0;217.0;0.0;4.0;2023;abril
TETUÁN;6.0;9.0;0.0;15.0;2.0;24.0;30.0;33.0;17.0;6.0;7.0;7.0;0.0;93.0;293.0;3.0;37.0;2023;abril
CHAMBERÍ;5.0;5.0;1.0;85.0;3.0;24.0;32.0;38.0;20.0;0.0;1.0;16.0;2.0;96.0;180.0;5.0;9.0;2023;abril
FUENCARRAL - EL PARDO;7.0;7.0;2.0;21.0;1.0;17.0;47.0;59.0;14.0;4.0;3.0;14.0;0.0;42.0;45.0;4.0;43.0;2023;abril
MONCLOA - ARAVACA;5.0;7.0;0.0;5.0;0.0;24.0;49.0;46.0;18.0;0.0;11.0;102.0;1.0;44.0;85.0;1.0;21.0;2023;abril
LATINA;16.0;14.0;3.0;29.0;9.0;73.0;49.0;52.0;34.0;4.0;84.0;281.0;0.0;64.0;126.0;0.0;1.0;2023;abril
CARABANCHEL;19.0;21.0;3.0;32.0;7.0;41.0;43.0;62.0;26.0;4.0;24.0;282.0;0.0;131.0;257.0;0.0;18.0;2023;abril
USERA;6.0;11.0;5.0;16.0;3.0;31.0;32.0;43.0;16.0;2.0;40.0;264.0;0.0;42.0;89.0;2.0;20.0;2023;abril
PUENTE DE VALLECAS;25.0;47.0;10.0;49.0;2.0;89.0;58.0;66.0;42.0;19.0;15.0;40.0;0.0;124.0;146.0;6.0;23.0;2023;abril
MORATALAZ;7.0;3.0;1.0;3.0;0.0;6.0;26.0;20.0;5.0;0.0;0.0;15.0;0.0;31.0;37.0;7.0;55.0;2023;abril
CIUDAD LINEAL;16.0;17.0;0.0;24.0;0.0;41.0;49.0;57.0;23.0;2.0;3.0;112.0;0.0;58.0;57.0;1.0;1.0;2023;abril
HORTALEZA;1.0;6.0;0.0;50.0;4.0;18.0;21.0;29.0;12.0;3.0;0.0;66.0;1.0;42.0;74.0;7.0;55.0;2023;abril
VILLAVERDE;8.0;8.0;1.0;16.0;5.0;21.0;29.0;36.0;14.0;20.0;29.0;580.0;0.0;103.0;124.0;4.0;17.0;2023;abril
VILLA DE VALLECAS;3.0;13.0;1.0;6.0;3.0;13.0;26.0;48.0;15.0;1.0;4.0;21.0;0.0;52.0;102.0;0.0;0.0;2023;abril
VICÁLVARO;6.0;10.0;3.0;2.0;0.0;6.0;10.0;15.0;4.0;0.0;0.0;2.0;0.0;35.0;57.0;11.0;5.0;2023;abril
SAN BLAS - CANILLEJAS;3.0;9.0;5.0;12.0;2.0;29.0;37.0;51.0;12.0;0.0;13.0;8.0;1.0;46.0;85.0;7.0;31.0;2023;abril
BARAJAS;4.0;3.0;1.0;7.0;1.0;9.0;5.0;15.0;5.0;0.0;1.0;25.0;0.0;26.0;38.0;1.0;27.0;2023;abril
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023;abril
OTRAS COMISARÍAS;;;;;;;;;9.0;;;;;;;;;2023;abril
CENTRO;47.0;125.0;7.0;204.0;44.0;188.0;47.0;65.0;44.0;192.0;153.0;1238.0;0.0;517.0;1201.0;20.0;11.0;2023;mayo
ARGANZUELA;2.0;6.0;0.0;9.0;5.0;16.0;45.0;47.0;19.0;2.0;5.0;7.0;2.0;65.0;137.0;2.0;16.0;2023;mayo
RETIRO;3.0;7.0;1.0;25.0;4.0;16.0;33.0;40.0;11.0;39.0;30.0;168.0;5.0;127.0;255.0;11.0;8.0;2023;mayo
SALAMANCA;7.0;25.0;1.0;21.0;1.0;45.0;65.0;70.0;19.0;3.0;4.0;7.0;0.0;182.0;394.0;0.0;0.0;2023;mayo
CHAMARTÍN;6.0;14.0;1.0;53.0;26.0;23.0;58.0;53.0;23.0;8.0;21.0;115.0;3.0;149.0;257.0;0.0;4.0;2023;mayo
TETUÁN;13.0;5.0;2.0;8.0;1.0;20.0;31.0;40.0;25.0;9.0;7.0;27.0;0.0;73.0;192.0;16.0;32.0;2023;mayo
CHAMBERÍ;1.0;5.0;1.0;42.0;9.0;22.0;44.0;35.0;29.0;1.0;5.0;15.0;0.0;113.0;311.0;7.0;11.0;2023;mayo
FUENCARRAL - EL PARDO;1.0;5.0;1.0;37.0;4.0;12.0;49.0;54.0;62.0;1.0;4.0;33.0;0.0;63.0;126.0;2.0;67.0;2023;mayo
MONCLOA - ARAVACA;4.0;6.0;2.0;7.0;5.0;22.0;32.0;61.0;17.0;1.0;5.0;68.0;1.0;28.0;75.0;3.0;18.0;2023;mayo
LATINA;20.0;13.0;7.0;82.0;14.0;44.0;32.0;41.0;40.0;17.0;88.0;135.0;2.0;60.0;97.0;0.0;1.0;2023;mayo
CARABANCHEL;9.0;16.0;14.0;91.0;17.0;26.0;52.0;64.0;46.0;16.0;111.0;601.0;2.0;62.0;173.0;3.0;15.0;2023;mayo
USERA;4.0;4.0;1.0;3.0;1.0;28.0;30.0;53.0;27.0;9.0;21.0;113.0;1.0;41.0;84.0;12.0;29.0;2023;mayo
PUENTE DE VALLECAS;21.0;38.0;7.0;75.0;5.0;76.0;64.0;83.0;66.0;8.0;13.0;125.0;0.0;117.0;184.0;5.0;26.0;2023;mayo
MORATALAZ;4.0;2.0;0.0;0.0;0.0;4.0;15.0;28.0;9.0;0.0;0.0;2.0;0.0;16.0;26.0;4.0;12.0;2023;mayo
CIUDAD LINEAL;13.0;13.0;2.0;20.0;1.0;38.0;55.0;65.0;26.0;3.0;7.0;65.0;0.0;88.0;110.0;5.0;2.0;2023;mayo
HORTALEZA;3.0;8.0;2.0;48.0;5.0;11.0;33.0;48.0;20.0;0.0;0.0;40.0;0.0;35.0;29.0;3.0;53.0;2023;mayo
VILLAVERDE;6.0;8.0;4.0;18.0;2.0;25.0;33.0;48.0;10.0;18.0;10.0;454.0;0.0;27.0;45.0;16.0;13.0;2023;mayo
VILLA DE VALLECAS;8.0;14.0;3.0;6.0;4.0;20.0;29.0;30.0;24.0;4.0;2.0;22.0;0.0;77.0;180.0;0.0;1.0;2023;mayo
VICÁLVARO;4.0;3.0;1.0;1.0;0.0;4.0;17.0;21.0;8.0;0.0;0.0;10.0;0.0;45.0;56.0;9.0;20.0;2023;mayo
SAN BLAS - CANILLEJAS;13.0;20.0;1.0;83.0;11.0;21.0;44.0;41.0;18.0;3.0;3.0;31.0;8.0;138.0;219.0;18.0;47.0;2023;mayo
BARAJAS;3.0;5.0;2.0;8.0;0.0;4.0;14.0;17.0;7.0;0.0;0.0;5.0;0.0;38.0;52.0;2.0;34.0;2023;mayo
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023;mayo
OTRAS COMISARÍAS;;;;;;;;;17.0;;;;;;;;;2023;mayo
CENTRO;31.0;135.0;12.0;153.0;41.0;173.0;40.0;60.0;52.0;117.0;104.0;1928.0;13.0;402.0;994.0;12.0;5.0;2023;junio
ARGANZUELA;2.0;7.0;3.0;2.0;1.0;15.0;31.0;42.0;42.0;0.0;5.0;12.0;0.0;71.0;113.0;1.0;12.0;2023;junio
RETIRO;3.0;9.0;2.0;13.0;7.0;13.0;42.0;47.0;14.0;6.0;8.0;14.0;1.0;71.0;216.0;1.0;12.0;2023;junio
SALAMANCA;9.0;37.0;0.0;12.0;3.0;48.0;65.0;48.0;13.0;0.0;6.0;5.0;1.0;194.0;335.0;0.0;4.0;2023;junio
CHAMARTÍN;5.0;4.0;0.0;35.0;5.0;31.0;52.0;60.0;18.0;1.0;6.0;131.0;0.0;64.0;136.0;1.0;0.0;2023;junio
TETUÁN;5.0;7.0;0.0;11.0;1.0;23.0;39.0;31.0;30.0;1.0;6.0;13.0;1.0;63.0;202.0;7.0;20.0;2023;junio
CHAMBERÍ;2.0;4.0;4.0;25.0;1.0;15.0;43.0;38.0;13.0;1.0;3.0;18.0;1.0;102.0;228.0;3.0;2.0;2023;junio
FUENCARRAL - EL PARDO;3.0;5.0;0.0;18.0;2.0;28.0;40.0;42.0;33.0;0.0;1.0;60.0;0.0;57.0;82.0;4.0;49.0;2023;junio
MONCLOA - ARAVACA;2.0;8.0;4.0;13.0;5.0;24.0;33.0;49.0;19.0;2.0;14.0;63.0;0.0;32.0;65.0;15.0;8.0;2023;junio
LATINA;13.0;7.0;2.0;27.0;1.0;45.0;20.0;42.0;32.0;3.0;42.0;74.0;0.0;39.0;96.0;12.0;13.0;2023;junio
CARABANCHEL;10.0;8.0;2.0;33.0;3.0;40.0;48.0;67.0;32.0;4.0;34.0;332.0;3.0;77.0;181.0;3.0;1.0;2023;junio
USERA;7.0;7.0;0.0;11.0;1.0;17.0;31.0;38.0;28.0;0.0;31.0;126.0;0.0;51.0;146.0;6.0;13.0;2023;junio
PUENTE DE VALLECAS;24.0;30.0;3.0;87.0;6.0;76.0;51.0;99.0;57.0;5.0;5.0;90.0;1.0;133.0;102.0;3.0;15.0;2023;junio
MORATALAZ;2.0;4.0;1.0;3.0;1.0;8.0;14.0;23.0;15.0;0.0;0.0;4.0;0.0;18.0;10.0;6.0;17.0;2023;junio
CIUDAD LINEAL;5.0;17.0;2.0;27.0;4.0;33.0;50.0;59.0;34.0;1.0;10.0;0.0;0.0;73.0;63.0;6.0;1.0;2023;junio
HORTALEZA;5.0;9.0;2.0;45.0;11.0;19.0;25.0;40.0;15.0;0.0;2.0;82.0;6.0;22.0;39.0;0.0;66.0;2023;junio
VILLAVERDE;6.0;10.0;4.0;18.0;0.0;29.0;32.0;46.0;16.0;8.0;7.0;165.0;0.0;72.0;99.0;9.0;5.0;2023;junio
VILLA DE VALLECAS;5.0;15.0;2.0;14.0;3.0;18.0;25.0;25.0;15.0;2.0;4.0;13.0;0.0;85.0;189.0;0.0;2.0;2023;junio
VICÁLVARO;1.0;11.0;1.0;13.0;2.0;11.0;20.0;19.0;9.0;0.0;0.0;0.0;0.0;26.0;42.0;3.0;15.0;2023;junio
SAN BLAS - CANILLEJAS;4.0;10.0;6.0;21.0;1.0;25.0;37.0;30.0;27.0;1.0;13.0;23.0;1.0;58.0;109.0;6.0;18.0;2023;junio
BARAJAS;5.0;4.0;0.0;4.0;1.0;11.0;13.0;30.0;4.0;0.0;1.0;4.0;0.0;44.0;25.0;0.0;23.0;2023;junio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023;junio
OTRAS COMISARÍAS;;;;;;;;;15.0;;;;;;;;;2023;junio
CENTRO;17.0;75.0;18.0;178.0;25.0;155.0;72.0;68.0;57.0;109.0;92.0;1070.0;2.0;239.0;323.0;21.0;1.0;2023;julio
ARGANZUELA;3.0;4.0;2.0;9.0;2.0;16.0;31.0;38.0;23.0;4.0;3.0;3.0;0.0;44.0;116.0;1.0;1.0;2023;julio
RETIRO;5.0;5.0;0.0;5.0;2.0;7.0;48.0;33.0;9.0;32.0;27.0;7.0;3.0;64.0;160.0;1.0;0.0;2023;julio
SALAMANCA;9.0;31.0;0.0;25.0;1.0;34.0;60.0;65.0;8.0;2.0;13.0;6.0;1.0;165.0;350.0;0.0;0.0;2023;julio
CHAMARTÍN;1.0;7.0;1.0;29.0;2.0;9.0;44.0;68.0;12.0;3.0;0.0;192.0;2.0;63.0;118.0;0.0;0.0;2023;julio
TETUÁN;5.0;3.0;0.0;2.0;1.0;16.0;26.0;34.0;31.0;2.0;7.0;2.0;0.0;24.0;62.0;3.0;3.0;2023;julio
CHAMBERÍ;4.0;3.0;0.0;15.0;0.0;13.0;28.0;33.0;15.0;0.0;8.0;7.0;0.0;49.0;108.0;3.0;2.0;2023;julio
FUENCARRAL - EL PARDO;2.0;3.0;1.0;16.0;2.0;18.0;39.0;55.0;24.0;1.0;2.0;8.0;0.0;82.0;148.0;1.0;8.0;2023;julio
MONCLOA - ARAVACA;4.0;4.0;1.0;12.0;5.0;15.0;53.0;45.0;8.0;3.0;8.0;30.0;0.0;26.0;59.0;1.0;4.0;2023;julio
LATINA;14.0;12.0;2.0;11.0;1.0;43.0;38.0;50.0;24.0;1.0;13.0;162.0;1.0;34.0;64.0;10.0;0.0;2023;julio
CARABANCHEL;26.0;20.0;2.0;18.0;2.0;43.0;50.0;55.0;55.0;6.0;7.0;48.0;0.0;30.0;68.0;0.0;0.0;2023;julio
USERA;5.0;4.0;3.0;7.0;3.0;21.0;27.0;37.0;19.0;1.0;17.0;44.0;2.0;21.0;53.0;0.0;0.0;2023;julio
PUENTE DE VALLECAS;22.0;17.0;4.0;74.0;1.0;69.0;49.0;63.0;63.0;0.0;9.0;74.0;1.0;32.0;45.0;2.0;0.0;2023;julio
MORATALAZ;4.0;5.0;0.0;0.0;1.0;3.0;23.0;27.0;7.0;0.0;0.0;0.0;0.0;10.0;11.0;1.0;1.0;2023;julio
CIUDAD LINEAL;7.0;1.0;0.0;28.0;0.0;31.0;51.0;55.0;19.0;0.0;2.0;0.0;0.0;47.0;47.0;2.0;0.0;2023;julio
HORTALEZA;2.0;4.0;2.0;19.0;5.0;23.0;33.0;42.0;20.0;1.0;1.0;50.0;0.0;22.0;54.0;5.0;0.0;2023;julio
VILLAVERDE;7.0;9.0;2.0;53.0;12.0;37.0;29.0;34.0;14.0;32.0;63.0;115.0;0.0;35.0;63.0;1.0;0.0;2023;julio
VILLA DE VALLECAS;7.0;11.0;0.0;7.0;0.0;10.0;23.0;25.0;11.0;0.0;1.0;33.0;0.0;28.0;41.0;1.0;0.0;2023;julio
VICÁLVARO;3.0;5.0;1.0;4.0;1.0;7.0;24.0;17.0;6.0;0.0;0.0;7.0;0.0;18.0;23.0;6.0;4.0;2023;julio
SAN BLAS - CANILLEJAS;7.0;9.0;3.0;20.0;0.0;22.0;30.0;48.0;25.0;3.0;5.0;12.0;0.0;24.0;33.0;2.0;2.0;2023;julio
BARAJAS;3.0;6.0;0.0;6.0;1.0;6.0;21.0;23.0;3.0;0.0;1.0;9.0;0.0;26.0;40.0;0.0;9.0;2023;julio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023;julio
OTRAS COMISARÍAS;;;;;;;;;12.0;;;;;;;;;2023;julio
CENTRO;24.0;97.0;0.0;29.0;13.0;152.0;38.0;43.0;77.0;104.0;172.0;1016.0;6.0;197.0;516.0;18.0;0.0;2023;agosto
