DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
ARGANZUELA;3.0;5.0;2.0;8.0;0.0;15.0;23.0;27.0;27.0;2.0;4.0;5.0;0.0;42.0;58.0;0.0;0.0;2023;agosto
RETIRO;2.0;4.0;0.0;5.0;2.0;13.0;35.0;16.0;6.0;29.0;11.0;3.0;0.0;41.0;124.0;2.0;0.0;2023;agosto
SALAMANCA;3.0;31.0;1.0;4.0;0.0;37.0;35.0;35.0;5.0;7.0;0.0;7.0;1.0;189.0;351.0;0.0;0.0;2023;agosto
CHAMARTÍN;7.0;7.0;12.0;36.0;5.0;20.0;32.0;29.0;15.0;10.0;4.0;183.0;0.0;18.0;41.0;0.0;0.0;2023;agosto
TETUÁN;7.0;6.0;0.0;12.0;2.0;21.0;25.0;17.0;10.0;0.0;9.0;10.0;0.0;104.0;289.0;5.0;0.0;2023;agosto
CHAMBERÍ;3.0;3.0;2.0;11.0;2.0;8.0;18.0;25.0;4.0;1.0;4.0;7.0;0.0;46.0;64.0;0.0;0.0;2023;agosto
FUENCARRAL - EL PARDO;3.0;6.0;0.0;13.0;4.0;26.0;25.0;36.0;20.0;0.0;2.0;8.0;0.0;68.0;89.0;1.0;2.0;2023;agosto
MONCLOA - ARAVACA;7.0;7.0;5.0;5.0;3.0;11.0;22.0;27.0;13.0;129.0;17.0;19.0;0.0;23.0;57.0;0.0;0.0;2023;agosto
LATINA;16.0;12.0;3.0;23.0;4.0;42.0;23.0;34.0;28.0;5.0;14.0;88.0;0.0;32.0;78.0;4.0;0.0;2023;agosto
CARABANCHEL;23.0;24.0;2.0;35.0;7.0;42.0;41.0;54.0;60.0;1.0;38.0;291.0;0.0;22.0;63.0;2.0;0.0;2023;agosto
USERA;11.0;8.0;0.0;11.0;5.0;20.0;18.0;34.0;25.0;18.0;54.0;201.0;3.0;23.0;58.0;2.0;0.0;2023;agosto
PUENTE DE VALLECAS;27.0;16.0;7.0;28.0;3.0;72.0;39.0;55.0;38.0;6.0;11.0;108.0;0.0;30.0;70.0;9.0;0.0;2023;agosto
MORATALAZ;4.0;3.0;0.0;2.0;0.0;12.0;10.0;12.0;4.0;0.0;0.0;2.0;0.0;25.0;20.0;7.0;1.0;2023;agosto
CIUDAD LINEAL;7.0;8.0;1.0;24.0;1.0;36.0;36.0;34.0;16.0;2.0;4.0;19.0;0.0;63.0;75.0;1.0;0.0;2023;agosto
HORTALEZA;2.0;4.0;0.0;29.0;3.0;16.0;18.0;24.0;9.0;1.0;1.0;75.0;1.0;2.0;10.0;6.0;0.0;2023;agosto
VILLAVERDE;9.0;14.0;1.0;7.0;1.0;15.0;24.0;27.0;11.0;40.0;29.0;108.0;0.0;21.0;41.0;2.0;1.0;2023;agosto
VILLA DE VALLECAS;8.0;21.0;2.0;2.0;1.0;7.0;14.0;24.0;10.0;4.0;1.0;38.0;0.0;14.0;18.0;2.0;0.0;2023;agosto
VICÁLVARO;0.0;0.0;2.0;9.0;6.0;5.0;13.0;11.0;3.0;0.0;0.0;33.0;0.0;21.0;39.0;1.0;0.0;2023;agosto
SAN BLAS - CANILLEJAS;10.0;5.0;1.0;10.0;0.0;17.0;36.0;30.0;18.0;1.0;8.0;16.0;0.0;111.0;164.0;1.0;0.0;2023;agosto
BARAJAS;3.0;6.0;0.0;3.0;0.0;3.0;13.0;15.0;5.0;0.0;1.0;2.0;0.0;30.0;41.0;0.0;0.0;2023;agosto
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023;agosto
OTRAS COMISARÍAS;;;;;;;;;14.0;;;;;;;;;2023;agosto
CENTRO;31.0;92.0;5.0;181.0;50.0;182.0;44.0;63.0;67.0;111.0;16.0;1385.0;1.0;341.0;782.0;16.0;17.0;2023;septiembre
ARGANZUELA;2.0;5.0;3.0;34.0;1.0;21.0;27.0;39.0;18.0;0.0;5.0;4.0;0.0;42.0;55.0;0.0;2.0;2023;septiembre
RETIRO;2.0;6.0;0.0;11.0;1.0;13.0;35.0;57.0;10.0;20.0;7.0;9.0;0.0;36.0;89.0;5.0;10.0;2023;septiembre
SALAMANCA;4.0;39.0;2.0;5.0;0.0;50.0;57.0;70.0;20.0;2.0;2.0;6.0;2.0;224.0;369.0;3.0;16.0;2023;septiembre
CHAMARTÍN;6.0;10.0;1.0;59.0;52.0;17.0;62.0;71.0;12.0;13.0;9.0;290.0;0.0;48.0;101.0;0.0;6.0;2023;septiembre
TETUÁN;9.0;8.0;3.0;9.0;2.0;30.0;44.0;36.0;23.0;5.0;5.0;16.0;0.0;71.0;251.0;5.0;17.0;2023;septiembre
CHAMBERÍ;3.0;6.0;2.0;32.0;5.0;12.0;38.0;41.0;20.0;1.0;6.0;30.0;1.0;209.0;234.0;0.0;2.0;2023;septiembre
FUENCARRAL - EL PARDO;0.0;4.0;0.0;7.0;0.0;12.0;37.0;52.0;34.0;0.0;1.0;17.0;0.0;38.0;31.0;3.0;51.0;2023;septiembre
MONCLOA - ARAVACA;12.0;13.0;1.0;30.0;5.0;12.0;38.0;45.0;8.0;1.0;3.0;36.0;0.0;56.0;80.0;0.0;13.0;2023;septiembre
LATINA;8.0;10.0;11.0;29.0;3.0;42.0;35.0;62.0;31.0;6.0;25.0;242.0;4.0;53.0;68.0;0.0;20.0;2023;septiembre
CARABANCHEL;9.0;25.0;5.0;28.0;3.0;41.0;49.0;52.0;57.0;9.0;54.0;785.0;0.0;137.0;236.0;3.0;9.0;2023;septiembre
USERA;2.0;1.0;5.0;9.0;5.0;12.0;27.0;34.0;27.0;13.0;36.0;231.0;0.0;53.0;81.0;3.0;7.0;2023;septiembre
PUENTE DE VALLECAS;16.0;47.0;14.0;67.0;4.0;72.0;48.0;94.0;55.0;5.0;16.0;18.0;2.0;182.0;98.0;3.0;23.0;2023;septiembre
MORATALAZ;3.0;5.0;4.0;3.0;2.0;8.0;14.0;24.0;6.0;0.0;0.0;16.0;0.0;36.0;39.0;1.0;33.0;2023;septiembre
CIUDAD LINEAL;12.0;12.0;5.0;68.0;1.0;45.0;47.0;60.0;27.0;0.0;6.0;29.0;0.0;29.0;32.0;1.0;11.0;2023;septiembre
HORTALEZA;5.0;5.0;1.0;16.0;2.0;22.0;30.0;36.0;14.0;1.0;3.0;44.0;0.0;23.0;55.0;6.0;60.0;2023;septiembre
VILLAVERDE;7.0;9.0;1.0;27.0;5.0;20.0;27.0;38.0;14.0;27.0;16.0;466.0;0.0;80.0;102.0;2.0;48.0;2023;septiembre
VILLA DE VALLECAS;3.0;5.0;1.0;18.0;4.0;12.0;18.0;33.0;18.0;1.0;2.0;12.0;0.0;50.0;99.0;1.0;0.0;2023;septiembre
VICÁLVARO;1.0;6.0;1.0;7.0;3.0;4.0;17.0;20.0;7.0;0.0;0.0;14.0;1.0;19.0;28.0;2.0;6.0;2023;septiembre
SAN BLAS - CANILLEJAS;6.0;10.0;1.0;14.0;1.0;18.0;32.0;43.0;23.0;2.0;13.0;1.0;5.0;64.0;151.0;3.0;33.0;2023;septiembre
BARAJAS;2.0;2.0;1.0;14.0;14.0;10.0;10.0;24.0;4.0;0.0;2.0;4.0;1.0;37.0;38.0;0.0;26.0;2023;septiembre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023;septiembre
OTRAS COMISARÍAS;;;;;;;;;16.0;;;;;;;;;2023;septiembre
CENTRO;38.0;108.0;13.0;272.0;85.0;184.0;55.0;72.0;94.0;401.0;17.0;2121.0;5.0;491.0;1258.0;16.0;4.0;2023;octubre
ARGANZUELA;10.0;6.0;0.0;17.0;1.0;25.0;44.0;45.0;16.0;9.0;5.0;25.0;3.0;46.0;58.0;0.0;1.0;2023;octubre
RETIRO;4.0;5.0;1.0;5.0;0.0;14.0;48.0;48.0;21.0;20.0;5.0;5.0;0.0;24.0;63.0;3.0;24.0;2023;octubre
SALAMANCA;10.0;56.0;2.0;15.0;0.0;78.0;69.0;62.0;26.0;7.0;3.0;42.0;1.0;188.0;342.0;5.0;5.0;2023;octubre
CHAMARTÍN;1.0;7.0;1.0;18.0;2.0;19.0;65.0;75.0;21.0;34.0;16.0;196.0;5.0;52.0;133.0;0.0;1.0;2023;octubre
TETUÁN;4.0;10.0;0.0;15.0;4.0;32.0;39.0;48.0;31.0;24.0;15.0;13.0;0.0;138.0;333.0;0.0;44.0;2023;octubre
CHAMBERÍ;6.0;3.0;0.0;50.0;1.0;11.0;48.0;49.0;15.0;4.0;1.0;32.0;0.0;138.0;246.0;2.0;21.0;2023;octubre
FUENCARRAL - EL PARDO;7.0;12.0;3.0;29.0;1.0;22.0;47.0;85.0;31.0;0.0;6.0;8.0;0.0;88.0;170.0;3.0;72.0;2023;octubre
MONCLOA - ARAVACA;7.0;7.0;1.0;12.0;5.0;9.0;43.0;60.0;20.0;0.0;10.0;78.0;0.0;46.0;73.0;4.0;11.0;2023;octubre
LATINA;7.0;16.0;5.0;28.0;1.0;43.0;45.0;42.0;37.0;8.0;31.0;191.0;0.0;82.0;200.0;1.0;2.0;2023;octubre
CARABANCHEL;18.0;16.0;7.0;60.0;2.0;39.0;42.0;67.0;42.0;24.0;146.0;928.0;5.0;141.0;293.0;1.0;20.0;2023;octubre
USERA;6.0;13.0;1.0;10.0;1.0;13.0;34.0;36.0;56.0;1.0;24.0;232.0;3.0;67.0;179.0;8.0;14.0;2023;octubre
PUENTE DE VALLECAS;22.0;24.0;11.0;75.0;2.0;60.0;56.0;97.0;56.0;5.0;14.0;70.0;0.0;359.0;173.0;6.0;23.0;2023;octubre
MORATALAZ;8.0;4.0;0.0;2.0;5.0;10.0;27.0;28.0;7.0;1.0;0.0;34.0;0.0;49.0;58.0;2.0;33.0;2023;octubre
CIUDAD LINEAL;7.0;7.0;6.0;29.0;6.0;34.0;51.0;64.0;36.0;2.0;2.0;19.0;0.0;92.0;107.0;3.0;2.0;2023;octubre
HORTALEZA;2.0;5.0;2.0;32.0;2.0;10.0;40.0;34.0;38.0;1.0;0.0;98.0;0.0;30.0;54.0;5.0;90.0;2023;octubre
VILLAVERDE;8.0;5.0;5.0;18.0;7.0;21.0;26.0;41.0;16.0;5.0;20.0;730.0;1.0;153.0;79.0;4.0;12.0;2023;octubre
VILLA DE VALLECAS;10.0;11.0;4.0;9.0;3.0;13.0;17.0;42.0;13.0;6.0;4.0;15.0;0.0;95.0;161.0;0.0;1.0;2023;octubre
VICÁLVARO;0.0;3.0;0.0;1.0;0.0;5.0;12.0;17.0;12.0;2.0;1.0;9.0;0.0;61.0;67.0;7.0;5.0;2023;octubre
SAN BLAS - CANILLEJAS;6.0;16.0;2.0;18.0;5.0;24.0;46.0;62.0;22.0;0.0;23.0;12.0;0.0;95.0;152.0;6.0;61.0;2023;octubre
BARAJAS;4.0;6.0;2.0;5.0;0.0;14.0;15.0;21.0;5.0;0.0;5.0;15.0;0.0;56.0;84.0;6.0;38.0;2023;octubre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2023;octubre
OTRAS COMISARÍAS;;;;;;;;;15.0;;;;;;;;;2023;octubre
