DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
CIUDAD LINEAL;18.0;12.0;1.0;21.0;0.0;39.0;76.0;58.0;73.0;0.0;13.0;72.0;7.0;79.0;121.0;0.0;5.0;2018;octubre
HORTALEZA;9.0;6.0;4.0;9.0;13.0;31.0;40.0;42.0;67.0;1.0;0.0;50.0;4.0;53.0;106.0;0.0;0.0;2018;octubre
VILLAVERDE;18.0;24.0;1.0;25.0;2.0;38.0;26.0;6.0;21.0;3.0;8.0;38.0;1.0;57.0;68.0;0.0;26.0;2018;octubre
VILLA DE VALLECAS;7.0;6.0;4.0;35.0;17.0;59.0;26.0;29.0;35.0;5.0;13.0;64.0;0.0;95.0;123.0;0.0;0.0;2018;octubre
VICÁLVARO;0.0;0.0;1.0;19.0;2.0;8.0;16.0;7.0;16.0;0.0;0.0;53.0;4.0;21.0;15.0;0.0;0.0;2018;octubre
SAN BLAS - CANILLEJAS;14.0;22.0;0.0;19.0;1.0;30.0;44.0;58.0;51.0;1.0;48.0;70.0;2.0;23.0;43.0;4.0;74.0;2018;octubre
BARAJAS;3.0;11.0;0.0;0.0;0.0;4.0;19.0;37.0;11.0;0.0;0.0;0.0;0.0;7.0;10.0;0.0;26.0;2018;octubre
SIN DISTRITO ASIGNADO;196.0;235.0;9.0;96.0;20.0;1.0;0.0;0.0;;276.0;172.0;111.0;0.0;0.0;0.0;20.0;232.0;2018;octubre
UNIDAD DE CONVIVENCIA Y PREVENCIÓN;;;;;;;;;23.0;;;;;;;;;2018;octubre
CENTRO;38.0;48.0;21.0;156.0;63.0;108.0;59.0;41.0;66.0;312.0;60.0;1371.0;19.0;337.0;579.0;9.0;3.0;2018;noviembre
ARGANZUELA;5.0;8.0;3.0;5.0;2.0;25.0;43.0;57.0;15.0;11.0;17.0;31.0;0.0;104.0;187.0;0.0;24.0;2018;noviembre
RETIRO;6.0;6.0;0.0;17.0;1.0;15.0;54.0;35.0;16.0;3.0;41.0;124.0;11.0;17.0;27.0;0.0;0.0;2018;noviembre
SALAMANCA;8.0;37.0;1.0;9.0;4.0;60.0;83.0;61.0;15.0;3.0;6.0;108.0;11.0;134.0;226.0;1.0;17.0;2018;noviembre
CHAMARTÍN;18.0;13.0;0.0;17.0;1.0;41.0;66.0;83.0;14.0;6.0;4.0;185.0;3.0;26.0;68.0;2.0;0.0;2018;noviembre
TETUÁN;14.0;23.0;1.0;22.0;5.0;36.0;60.0;44.0;14.0;6.0;41.0;231.0;10.0;94.0;218.0;0.0;0.0;2018;noviembre
CHAMBERÍ;8.0;5.0;0.0;18.0;6.0;22.0;49.0;58.0;15.0;4.0;5.0;215.0;0.0;71.0;174.0;2.0;3.0;2018;noviembre
FUENCARRAL - EL PARDO;4.0;3.0;0.0;18.0;1.0;20.0;50.0;62.0;55.0;1.0;3.0;3.0;2.0;30.0;59.0;0.0;0.0;2018;noviembre
MONCLOA - ARAVACA;7.0;9.0;0.0;3.0;0.0;34.0;60.0;71.0;25.0;1.0;0.0;175.0;3.0;21.0;43.0;0.0;0.0;2018;noviembre
LATINA;3.0;7.0;1.0;26.0;1.0;26.0;45.0;25.0;44.0;1.0;11.0;114.0;2.0;34.0;108.0;0.0;14.0;2018;noviembre
CARABANCHEL;14.0;17.0;5.0;25.0;3.0;48.0;57.0;29.0;64.0;24.0;6.0;82.0;3.0;76.0;168.0;1.0;23.0;2018;noviembre
USERA;9.0;20.0;4.0;25.0;2.0;50.0;23.0;30.0;25.0;25.0;43.0;59.0;0.0;43.0;183.0;0.0;0.0;2018;noviembre
PUENTE DE VALLECAS;17.0;29.0;25.0;61.0;12.0;110.0;54.0;70.0;41.0;5.0;19.0;89.0;3.0;205.0;176.0;1.0;5.0;2018;noviembre
MORATALAZ;2.0;1.0;3.0;18.0;5.0;11.0;27.0;33.0;20.0;0.0;0.0;49.0;5.0;26.0;46.0;0.0;8.0;2018;noviembre
CIUDAD LINEAL;36.0;29.0;2.0;11.0;2.0;31.0;57.0;49.0;54.0;8.0;8.0;60.0;3.0;79.0;138.0;0.0;4.0;2018;noviembre
HORTALEZA;10.0;7.0;1.0;14.0;6.0;16.0;20.0;41.0;41.0;0.0;0.0;1.0;0.0;22.0;62.0;0.0;0.0;2018;noviembre
VILLAVERDE;16.0;18.0;6.0;33.0;3.0;42.0;28.0;13.0;17.0;4.0;7.0;45.0;0.0;47.0;104.0;0.0;8.0;2018;noviembre
VILLA DE VALLECAS;2.0;10.0;9.0;16.0;74.0;35.0;29.0;26.0;20.0;5.0;3.0;18.0;0.0;61.0;78.0;0.0;0.0;2018;noviembre
VICÁLVARO;0.0;1.0;1.0;0.0;0.0;3.0;20.0;4.0;25.0;0.0;1.0;22.0;0.0;16.0;10.0;0.0;0.0;2018;noviembre
SAN BLAS - CANILLEJAS;20.0;23.0;0.0;32.0;4.0;32.0;42.0;47.0;21.0;0.0;63.0;30.0;2.0;26.0;71.0;6.0;40.0;2018;noviembre
BARAJAS;5.0;10.0;0.0;1.0;0.0;15.0;23.0;19.0;18.0;1.0;0.0;0.0;0.0;9.0;8.0;0.0;23.0;2018;noviembre
SIN DISTRITO ASIGNADO;193.0;229.0;4.0;49.0;52.0;3.0;0.0;0.0;;147.0;137.0;46.0;2.0;0.0;0.0;14.0;176.0;2018;noviembre
UNIDAD DE CONVIVENCIA Y PREVENCIÓN;;;;;;;;;4.0;;;;;;;;;2018;noviembre
CENTRO;26.0;62.0;219.0;193.0;80.0;126.0;34.0;27.0;26.0;662.0;87.0;1637.0;23.0;354.0;774.0;12.0;2.0;2018;diciembre
ARGANZUELA;8.0;8.0;1.0;2.0;0.0;29.0;35.0;46.0;14.0;2.0;33.0;55.0;3.0;40.0;59.0;0.0;5.0;2018;diciembre
RETIRO;3.0;5.0;2.0;5.0;0.0;12.0;38.0;21.0;9.0;9.0;33.0;69.0;8.0;22.0;20.0;0.0;0.0;2018;diciembre
SALAMANCA;6.0;51.0;3.0;33.0;4.0;75.0;51.0;55.0;10.0;38.0;8.0;61.0;14.0;113.0;173.0;2.0;11.0;2018;diciembre
CHAMARTÍN;8.0;19.0;2.0;30.0;6.0;48.0;61.0;48.0;8.0;55.0;15.0;124.0;1.0;18.0;47.0;0.0;0.0;2018;diciembre
TETUÁN;24.0;23.0;1.0;16.0;4.0;24.0;49.0;43.0;8.0;9.0;62.0;139.0;5.0;79.0;156.0;0.0;0.0;2018;diciembre
CHAMBERÍ;10.0;9.0;0.0;23.0;7.0;27.0;64.0;51.0;12.0;7.0;11.0;205.0;7.0;89.0;181.0;1.0;1.0;2018;diciembre
FUENCARRAL - EL PARDO;5.0;2.0;0.0;43.0;3.0;27.0;42.0;54.0;29.0;1.0;0.0;11.0;0.0;16.0;23.0;0.0;0.0;2018;diciembre
MONCLOA - ARAVACA;14.0;21.0;0.0;9.0;2.0;25.0;35.0;56.0;13.0;0.0;0.0;118.0;1.0;18.0;40.0;0.0;0.0;2018;diciembre
LATINA;11.0;10.0;4.0;5.0;2.0;22.0;39.0;34.0;13.0;0.0;5.0;91.0;1.0;40.0;102.0;0.0;17.0;2018;diciembre
CARABANCHEL;15.0;11.0;2.0;5.0;0.0;61.0;50.0;49.0;35.0;7.0;6.0;45.0;0.0;43.0;108.0;4.0;11.0;2018;diciembre
USERA;5.0;8.0;6.0;11.0;3.0;29.0;33.0;27.0;13.0;28.0;52.0;146.0;2.0;97.0;382.0;0.0;0.0;2018;diciembre
PUENTE DE VALLECAS;14.0;24.0;10.0;4.0;5.0;127.0;56.0;84.0;14.0;16.0;6.0;168.0;1.0;58.0;67.0;0.0;0.0;2018;diciembre
MORATALAZ;3.0;1.0;0.0;14.0;1.0;15.0;20.0;31.0;6.0;0.0;0.0;37.0;5.0;15.0;27.0;0.0;9.0;2018;diciembre
CIUDAD LINEAL;13.0;9.0;0.0;8.0;0.0;44.0;51.0;62.0;28.0;2.0;21.0;55.0;7.0;92.0;151.0;0.0;1.0;2018;diciembre
HORTALEZA;11.0;10.0;3.0;20.0;5.0;23.0;38.0;43.0;12.0;0.0;7.0;5.0;0.0;11.0;32.0;1.0;0.0;2018;diciembre
VILLAVERDE;17.0;34.0;2.0;23.0;1.0;45.0;23.0;9.0;6.0;1.0;18.0;31.0;0.0;40.0;62.0;0.0;14.0;2018;diciembre
VILLA DE VALLECAS;5.0;9.0;1.0;12.0;17.0;35.0;18.0;28.0;6.0;0.0;0.0;35.0;0.0;49.0;79.0;0.0;1.0;2018;diciembre
VICÁLVARO;1.0;0.0;2.0;3.0;0.0;6.0;9.0;10.0;14.0;0.0;0.0;19.0;1.0;22.0;28.0;0.0;0.0;2018;diciembre
SAN BLAS - CANILLEJAS;13.0;17.0;1.0;31.0;1.0;30.0;27.0;42.0;12.0;1.0;1.0;100.0;5.0;12.0;40.0;2.0;26.0;2018;diciembre
BARAJAS;3.0;13.0;0.0;1.0;5.0;2.0;13.0;25.0;9.0;0.0;0.0;4.0;0.0;10.0;22.0;0.0;8.0;2018;diciembre
SIN DISTRITO ASIGNADO;275.0;327.0;16.0;46.0;63.0;8.0;0.0;0.0;;179.0;116.0;61.0;1.0;0.0;0.0;15.0;134.0;2018;diciembre
UNIDAD DE CONVIVENCIA Y PREVENCIÓN;;;;;;;;;20.0;;;;;;;;;2018;diciembre
