DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
CARABANCHEL;21.0;33.0;5.0;42.0;7.0;33.0;28.0;17.0;22.0;12.0;10.0;60.0;2.0;54.0;71.0;2.0;13.0;2020;marzo
USERA;14.0;19.0;1.0;11.0;2.0;25.0;13.0;22.0;17.0;2.0;21.0;167.0;4.0;26.0;56.0;0.0;1.0;2020;marzo
PUENTE DE VALLECAS;15.0;13.0;7.0;76.0;3.0;74.0;26.0;47.0;23.0;3.0;5.0;46.0;12.0;49.0;55.0;0.0;0.0;2020;marzo
MORATALAZ;4.0;8.0;0.0;1.0;0.0;7.0;9.0;8.0;11.0;0.0;1.0;9.0;0.0;6.0;2.0;3.0;3.0;2020;marzo
CIUDAD LINEAL;21.0;22.0;3.0;43.0;0.0;41.0;23.0;20.0;32.0;0.0;2.0;37.0;8.0;51.0;67.0;0.0;0.0;2020;marzo
HORTALEZA;13.0;26.0;1.0;5.0;3.0;25.0;18.0;20.0;12.0;0.0;0.0;15.0;2.0;15.0;25.0;0.0;13.0;2020;marzo
VILLAVERDE;17.0;12.0;2.0;25.0;3.0;27.0;8.0;11.0;30.0;0.0;3.0;58.0;0.0;45.0;61.0;0.0;18.0;2020;marzo
VILLA DE VALLECAS;9.0;11.0;11.0;4.0;26.0;12.0;10.0;9.0;12.0;0.0;0.0;17.0;0.0;16.0;39.0;0.0;4.0;2020;marzo
VICÁLVARO;4.0;2.0;0.0;3.0;1.0;3.0;6.0;8.0;6.0;0.0;0.0;5.0;0.0;2.0;1.0;3.0;9.0;2020;marzo
SAN BLAS - CANILLEJAS;9.0;9.0;0.0;20.0;1.0;10.0;26.0;20.0;18.0;0.0;0.0;34.0;2.0;10.0;6.0;2.0;15.0;2020;marzo
BARAJAS;6.0;14.0;1.0;1.0;2.0;7.0;8.0;12.0;4.0;0.0;0.0;3.0;0.0;17.0;24.0;0.0;23.0;2020;marzo
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;marzo
OTRAS UNIDADES;;;;;;;;;12.0;;;;;;;;;2020;marzo
CENTRO;24.0;15.0;5.0;75.0;1.0;45.0;3.0;6.0;16.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;2020;abril
ARGANZUELA;4.0;7.0;1.0;10.0;0.0;9.0;4.0;5.0;8.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;2020;abril
RETIRO;0.0;4.0;0.0;8.0;2.0;8.0;7.0;2.0;8.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2020;abril
SALAMANCA;5.0;7.0;0.0;20.0;0.0;15.0;4.0;10.0;6.0;0.0;1.0;12.0;0.0;1.0;3.0;0.0;0.0;2020;abril
CHAMARTÍN;4.0;4.0;2.0;10.0;0.0;17.0;4.0;8.0;2.0;2.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2020;abril
TETUÁN;15.0;4.0;1.0;7.0;4.0;21.0;2.0;11.0;12.0;0.0;0.0;26.0;0.0;0.0;0.0;0.0;1.0;2020;abril
CHAMBERÍ;6.0;7.0;0.0;7.0;1.0;3.0;3.0;4.0;3.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2020;abril
FUENCARRAL - EL PARDO;13.0;5.0;1.0;30.0;5.0;10.0;7.0;8.0;12.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;2020;abril
MONCLOA - ARAVACA;7.0;12.0;3.0;18.0;1.0;21.0;7.0;10.0;2.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;2020;abril
LATINA;11.0;17.0;3.0;29.0;6.0;21.0;6.0;12.0;13.0;0.0;0.0;43.0;0.0;0.0;0.0;0.0;2.0;2020;abril
CARABANCHEL;24.0;23.0;4.0;57.0;11.0;23.0;5.0;10.0;13.0;0.0;0.0;72.0;1.0;0.0;0.0;0.0;0.0;2020;abril
USERA;17.0;10.0;0.0;21.0;3.0;14.0;1.0;7.0;3.0;1.0;0.0;45.0;0.0;3.0;22.0;0.0;0.0;2020;abril
PUENTE DE VALLECAS;23.0;13.0;19.0;142.0;10.0;100.0;7.0;24.0;6.0;0.0;0.0;62.0;0.0;2.0;12.0;0.0;0.0;2020;abril
MORATALAZ;8.0;3.0;1.0;9.0;0.0;0.0;3.0;2.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2020;abril
CIUDAD LINEAL;20.0;19.0;1.0;65.0;2.0;37.0;5.0;15.0;11.0;0.0;0.0;33.0;0.0;0.0;0.0;0.0;0.0;2020;abril
HORTALEZA;3.0;6.0;5.0;23.0;4.0;13.0;5.0;12.0;15.0;0.0;0.0;19.0;0.0;1.0;3.0;0.0;5.0;2020;abril
VILLAVERDE;11.0;24.0;2.0;25.0;2.0;10.0;3.0;5.0;4.0;0.0;0.0;83.0;1.0;0.0;0.0;0.0;4.0;2020;abril
VILLA DE VALLECAS;10.0;9.0;2.0;4.0;1.0;6.0;1.0;9.0;8.0;0.0;0.0;4.0;0.0;2.0;12.0;0.0;0.0;2020;abril
VICÁLVARO;4.0;2.0;0.0;5.0;0.0;4.0;0.0;5.0;4.0;0.0;0.0;11.0;0.0;0.0;0.0;1.0;7.0;2020;abril
SAN BLAS - CANILLEJAS;14.0;19.0;2.0;6.0;2.0;32.0;5.0;7.0;6.0;0.0;0.0;16.0;1.0;0.0;0.0;0.0;11.0;2020;abril
BARAJAS;2.0;8.0;0.0;4.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;17.0;2020;abril
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;abril
OTRAS UNIDADES;;;;;;;;;3.0;;;;;;;;;2020;abril
CENTRO;20.0;34.0;2.0;140.0;14.0;46.0;25.0;12.0;22.0;0.0;0.0;438.0;3.0;173.0;287.0;3.0;1.0;2020;mayo
ARGANZUELA;11.0;10.0;1.0;14.0;4.0;19.0;22.0;7.0;6.0;0.0;0.0;109.0;0.0;118.0;85.0;0.0;0.0;2020;mayo
RETIRO;3.0;3.0;0.0;9.0;4.0;2.0;12.0;9.0;7.0;0.0;2.0;15.0;2.0;58.0;40.0;0.0;0.0;2020;mayo
SALAMANCA;6.0;16.0;4.0;17.0;5.0;23.0;26.0;22.0;7.0;0.0;0.0;43.0;2.0;131.0;189.0;0.0;0.0;2020;mayo
CHAMARTÍN;6.0;11.0;0.0;11.0;1.0;12.0;17.0;16.0;4.0;0.0;0.0;19.0;0.0;153.0;213.0;0.0;0.0;2020;mayo
TETUÁN;20.0;13.0;0.0;10.0;5.0;19.0;23.0;13.0;22.0;0.0;1.0;75.0;0.0;57.0;144.0;0.0;9.0;2020;mayo
CHAMBERÍ;13.0;7.0;4.0;20.0;3.0;5.0;25.0;15.0;3.0;0.0;0.0;139.0;1.0;206.0;266.0;0.0;0.0;2020;mayo
FUENCARRAL - EL PARDO;11.0;4.0;0.0;27.0;5.0;13.0;18.0;22.0;18.0;0.0;1.0;121.0;2.0;186.0;230.0;0.0;0.0;2020;mayo
MONCLOA - ARAVACA;16.0;9.0;1.0;33.0;2.0;25.0;14.0;27.0;19.0;0.0;0.0;72.0;2.0;100.0;106.0;0.0;1.0;2020;mayo
LATINA;7.0;5.0;5.0;44.0;8.0;12.0;20.0;17.0;28.0;0.0;0.0;386.0;1.0;81.0;108.0;0.0;4.0;2020;mayo
CARABANCHEL;32.0;27.0;7.0;80.0;20.0;48.0;20.0;25.0;25.0;0.0;0.0;480.0;0.0;40.0;90.0;0.0;1.0;2020;mayo
USERA;18.0;17.0;1.0;41.0;2.0;20.0;6.0;15.0;23.0;0.0;6.0;486.0;1.0;66.0;103.0;0.0;0.0;2020;mayo
PUENTE DE VALLECAS;25.0;19.0;20.0;190.0;9.0;105.0;19.0;30.0;37.0;0.0;0.0;418.0;5.0;98.0;149.0;0.0;0.0;2020;mayo
MORATALAZ;10.0;4.0;0.0;10.0;0.0;6.0;8.0;6.0;10.0;0.0;0.0;41.0;3.0;73.0;36.0;0.0;0.0;2020;mayo
CIUDAD LINEAL;37.0;17.0;4.0;83.0;4.0;38.0;18.0;20.0;17.0;2.0;0.0;209.0;3.0;120.0;102.0;0.0;0.0;2020;mayo
HORTALEZA;13.0;11.0;7.0;48.0;12.0;22.0;33.0;28.0;8.0;0.0;0.0;77.0;2.0;80.0;111.0;4.0;9.0;2020;mayo
VILLAVERDE;11.0;21.0;4.0;41.0;1.0;24.0;12.0;8.0;6.0;0.0;0.0;249.0;2.0;116.0;116.0;2.0;14.0;2020;mayo
VILLA DE VALLECAS;21.0;23.0;3.0;14.0;1.0;23.0;18.0;6.0;7.0;0.0;0.0;30.0;1.0;49.0;11.0;0.0;3.0;2020;mayo
VICÁLVARO;8.0;9.0;0.0;7.0;1.0;6.0;6.0;7.0;5.0;0.0;0.0;27.0;1.0;27.0;49.0;0.0;28.0;2020;mayo
SAN BLAS - CANILLEJAS;20.0;11.0;0.0;20.0;0.0;20.0;12.0;22.0;17.0;0.0;0.0;119.0;0.0;64.0;54.0;0.0;6.0;2020;mayo
BARAJAS;13.0;6.0;0.0;10.0;0.0;4.0;4.0;10.0;7.0;0.0;0.0;4.0;0.0;31.0;31.0;0.0;12.0;2020;mayo
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;mayo
OTRAS UNIDADES;;;;;;;;;14.0;;;;;;;;;2020;mayo
CENTRO;29.0;78.0;2.0;106.0;26.0;77.0;32.0;34.0;45.0;1.0;5.0;1426.0;6.0;876.0;1072.0;6.0;1.0;2020;junio
ARGANZUELA;14.0;13.0;0.0;21.0;9.0;18.0;30.0;16.0;21.0;1.0;3.0;105.0;2.0;487.0;460.0;0.0;0.0;2020;junio
RETIRO;2.0;4.0;0.0;8.0;4.0;22.0;20.0;21.0;18.0;3.0;37.0;155.0;1.0;231.0;197.0;0.0;1.0;2020;junio
SALAMANCA;5.0;50.0;3.0;29.0;0.0;67.0;50.0;30.0;10.0;1.0;0.0;95.0;4.0;774.0;1164.0;0.0;12.0;2020;junio
CHAMARTÍN;3.0;11.0;1.0;17.0;1.0;24.0;54.0;33.0;15.0;0.0;1.0;92.0;13.0;321.0;493.0;0.0;0.0;2020;junio
TETUÁN;24.0;9.0;7.0;11.0;5.0;45.0;25.0;29.0;18.0;5.0;8.0;113.0;4.0;249.0;552.0;3.0;6.0;2020;junio
CHAMBERÍ;15.0;10.0;1.0;22.0;3.0;17.0;35.0;20.0;14.0;2.0;2.0;189.0;14.0;788.0;1206.0;1.0;0.0;2020;junio
FUENCARRAL - EL PARDO;13.0;15.0;0.0;43.0;4.0;16.0;34.0;38.0;25.0;0.0;3.0;161.0;12.0;640.0;662.0;1.0;0.0;2020;junio
MONCLOA - ARAVACA;26.0;15.0;0.0;19.0;7.0;17.0;35.0;33.0;24.0;0.0;14.0;110.0;0.0;294.0;354.0;0.0;0.0;2020;junio
LATINA;10.0;20.0;5.0;30.0;17.0;41.0;33.0;24.0;45.0;3.0;18.0;353.0;5.0;262.0;321.0;0.0;5.0;2020;junio
CARABANCHEL;53.0;39.0;11.0;49.0;7.0;57.0;30.0;33.0;28.0;3.0;28.0;435.0;1.0;175.0;251.0;0.0;0.0;2020;junio
USERA;33.0;24.0;1.0;21.0;2.0;39.0;29.0;19.0;30.0;5.0;51.0;778.0;8.0;190.0;350.0;0.0;0.0;2020;junio
PUENTE DE VALLECAS;34.0;25.0;2.0;112.0;4.0;85.0;35.0;73.0;52.0;0.0;8.0;107.0;0.0;304.0;265.0;0.0;0.0;2020;junio
MORATALAZ;12.0;14.0;1.0;3.0;0.0;6.0;16.0;15.0;20.0;0.0;0.0;34.0;0.0;244.0;178.0;0.0;0.0;2020;junio
CIUDAD LINEAL;26.0;29.0;1.0;24.0;3.0;31.0;29.0;41.0;30.0;0.0;8.0;222.0;0.0;263.0;191.0;0.0;1.0;2020;junio
HORTALEZA;6.0;18.0;6.0;51.0;7.0;18.0;28.0;26.0;20.0;0.0;0.0;141.0;10.0;545.0;741.0;0.0;3.0;2020;junio
VILLAVERDE;22.0;27.0;1.0;32.0;6.0;25.0;18.0;23.0;21.0;0.0;4.0;368.0;3.0;307.0;292.0;2.0;9.0;2020;junio
VILLA DE VALLECAS;28.0;25.0;3.0;33.0;2.0;18.0;19.0;19.0;18.0;0.0;0.0;25.0;0.0;158.0;114.0;0.0;2.0;2020;junio
VICÁLVARO;14.0;12.0;1.0;5.0;1.0;7.0;8.0;9.0;7.0;0.0;0.0;69.0;2.0;189.0;154.0;7.0;6.0;2020;junio
SAN BLAS - CANILLEJAS;23.0;16.0;2.0;28.0;1.0;21.0;33.0;34.0;28.0;0.0;0.0;134.0;4.0;430.0;505.0;0.0;7.0;2020;junio
BARAJAS;6.0;14.0;6.0;17.0;0.0;9.0;4.0;7.0;6.0;0.0;0.0;25.0;1.0;193.0;215.0;2.0;22.0;2020;junio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;junio
OTRAS UNIDADES;;;;;;;;;47.0;;;;;;;;;2020;junio
CENTRO;51.0;107.0;6.0;80.0;7.0;143.0;32.0;23.0;40.0;7.0;84.0;1573.0;9.0;516.0;855.0;5.0;0.0;2020;julio
ARGANZUELA;7.0;17.0;2.0;8.0;5.0;22.0;34.0;24.0;14.0;0.0;15.0;226.0;4.0;82.0;130.0;0.0;0.0;2020;julio
RETIRO;5.0;9.0;1.0;11.0;3.0;11.0;40.0;23.0;5.0;0.0;41.0;88.0;4.0;155.0;168.0;0.0;0.0;2020;julio
SALAMANCA;4.0;39.0;5.0;17.0;0.0;39.0;49.0;53.0;9.0;4.0;2.0;75.0;14.0;305.0;465.0;0.0;1.0;2020;julio
CHAMARTÍN;7.0;16.0;3.0;14.0;0.0;17.0;33.0;35.0;5.0;0.0;0.0;80.0;5.0;62.0;168.0;0.0;0.0;2020;julio
TETUÁN;19.0;10.0;1.0;23.0;1.0;31.0;31.0;29.0;27.0;1.0;15.0;49.0;3.0;97.0;251.0;1.0;5.0;2020;julio
CHAMBERÍ;10.0;16.0;0.0;13.0;8.0;12.0;38.0;38.0;8.0;3.0;3.0;197.0;6.0;432.0;842.0;0.0;0.0;2020;julio
FUENCARRAL - EL PARDO;9.0;10.0;0.0;30.0;3.0;23.0;27.0;35.0;27.0;1.0;10.0;144.0;3.0;239.0;352.0;0.0;0.0;2020;julio
MONCLOA - ARAVACA;22.0;24.0;0.0;19.0;2.0;9.0;33.0;34.0;19.0;1.0;10.0;96.0;7.0;131.0;196.0;0.0;0.0;2020;julio
LATINA;17.0;16.0;3.0;24.0;4.0;32.0;32.0;43.0;31.0;1.0;46.0;379.0;1.0;70.0;129.0;0.0;0.0;2020;julio
CARABANCHEL;27.0;36.0;3.0;28.0;4.0;39.0;36.0;36.0;43.0;22.0;40.0;305.0;5.0;77.0;150.0;2.0;0.0;2020;julio
USERA;26.0;28.0;2.0;16.0;1.0;37.0;22.0;27.0;27.0;8.0;19.0;743.0;13.0;125.0;289.0;0.0;0.0;2020;julio
PUENTE DE VALLECAS;38.0;50.0;10.0;115.0;5.0;110.0;42.0;60.0;45.0;4.0;5.0;137.0;0.0;127.0;128.0;0.0;0.0;2020;julio
MORATALAZ;10.0;12.0;0.0;1.0;0.0;5.0;19.0;14.0;10.0;0.0;0.0;55.0;0.0;53.0;67.0;0.0;0.0;2020;julio
CIUDAD LINEAL;31.0;37.0;0.0;18.0;5.0;30.0;35.0;31.0;26.0;0.0;4.0;122.0;1.0;155.0;112.0;0.0;0.0;2020;julio
HORTALEZA;6.0;12.0;1.0;27.0;5.0;28.0;24.0;31.0;20.0;0.0;1.0;94.0;12.0;231.0;330.0;0.0;1.0;2020;julio
VILLAVERDE;18.0;21.0;5.0;37.0;3.0;37.0;15.0;23.0;21.0;1.0;8.0;597.0;4.0;67.0;67.0;0.0;6.0;2020;julio
VILLA DE VALLECAS;17.0;24.0;6.0;20.0;0.0;20.0;27.0;13.0;8.0;0.0;1.0;79.0;0.0;66.0;132.0;0.0;0.0;2020;julio
VICÁLVARO;13.0;11.0;0.0;3.0;2.0;5.0;10.0;16.0;6.0;0.0;0.0;27.0;0.0;61.0;53.0;21.0;1.0;2020;julio
SAN BLAS - CANILLEJAS;17.0;17.0;3.0;6.0;1.0;20.0;30.0;45.0;16.0;0.0;3.0;179.0;2.0;87.0;172.0;3.0;8.0;2020;julio
BARAJAS;10.0;11.0;1.0;4.0;1.0;9.0;10.0;13.0;5.0;0.0;0.0;22.0;5.0;35.0;46.0;0.0;3.0;2020;julio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;julio
OTRAS UNIDADES;;;;;;;;;57.0;;;;;;;;;2020;julio
CENTRO;50.0;76.0;7.0;73.0;12.0;88.0;26.0;16.0;26.0;10.0;55.0;921.0;0.0;261.0;356.0;1.0;0.0;2020;agosto
