DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
ARGANZUELA;9.0;17.0;1.0;10.0;2.0;22.0;19.0;12.0;9.0;3.0;10.0;191.0;3.0;20.0;56.0;0.0;0.0;2020;agosto
RETIRO;5.0;6.0;1.0;4.0;1.0;12.0;26.0;14.0;8.0;2.0;56.0;109.0;12.0;40.0;57.0;0.0;0.0;2020;agosto
SALAMANCA;9.0;31.0;2.0;26.0;0.0;31.0;30.0;26.0;10.0;0.0;2.0;44.0;13.0;62.0;136.0;0.0;0.0;2020;agosto
CHAMARTÍN;3.0;3.0;1.0;13.0;1.0;11.0;24.0;21.0;11.0;1.0;1.0;70.0;0.0;38.0;83.0;0.0;0.0;2020;agosto
TETUÁN;13.0;19.0;1.0;10.0;2.0;18.0;25.0;21.0;22.0;0.0;10.0;155.0;2.0;47.0;106.0;1.0;0.0;2020;agosto
CHAMBERÍ;10.0;15.0;0.0;18.0;3.0;8.0;14.0;10.0;2.0;1.0;0.0;150.0;5.0;286.0;411.0;6.0;0.0;2020;agosto
FUENCARRAL - EL PARDO;9.0;13.0;1.0;16.0;1.0;11.0;30.0;21.0;23.0;2.0;3.0;193.0;6.0;105.0;206.0;0.0;0.0;2020;agosto
MONCLOA - ARAVACA;19.0;58.0;1.0;17.0;3.0;10.0;21.0;13.0;11.0;0.0;18.0;202.0;3.0;50.0;63.0;1.0;0.0;2020;agosto
LATINA;17.0;19.0;1.0;33.0;2.0;36.0;13.0;24.0;20.0;5.0;45.0;485.0;1.0;49.0;89.0;1.0;0.0;2020;agosto
CARABANCHEL;33.0;41.0;3.0;31.0;5.0;40.0;33.0;34.0;35.0;6.0;20.0;336.0;0.0;43.0;109.0;3.0;0.0;2020;agosto
USERA;33.0;22.0;1.0;12.0;0.0;20.0;15.0;26.0;27.0;2.0;15.0;620.0;7.0;20.0;50.0;0.0;0.0;2020;agosto
PUENTE DE VALLECAS;52.0;44.0;17.0;92.0;7.0;103.0;24.0;44.0;36.0;8.0;4.0;491.0;1.0;121.0;136.0;0.0;0.0;2020;agosto
MORATALAZ;6.0;23.0;0.0;1.0;1.0;8.0;12.0;14.0;8.0;0.0;1.0;80.0;4.0;59.0;60.0;0.0;0.0;2020;agosto
CIUDAD LINEAL;25.0;38.0;1.0;19.0;6.0;38.0;40.0;26.0;23.0;1.0;5.0;311.0;5.0;97.0;81.0;0.0;0.0;2020;agosto
HORTALEZA;4.0;9.0;2.0;46.0;4.0;16.0;30.0;17.0;20.0;0.0;0.0;209.0;3.0;15.0;57.0;1.0;0.0;2020;agosto
VILLAVERDE;9.0;14.0;3.0;31.0;1.0;5.0;21.0;18.0;15.0;0.0;2.0;552.0;0.0;41.0;85.0;0.0;2.0;2020;agosto
VILLA DE VALLECAS;22.0;29.0;2.0;8.0;15.0;17.0;16.0;15.0;10.0;0.0;0.0;50.0;0.0;19.0;8.0;0.0;0.0;2020;agosto
VICÁLVARO;12.0;13.0;0.0;2.0;0.0;5.0;8.0;13.0;7.0;0.0;0.0;71.0;0.0;40.0;43.0;1.0;0.0;2020;agosto
SAN BLAS - CANILLEJAS;21.0;18.0;2.0;17.0;2.0;23.0;22.0;31.0;19.0;0.0;1.0;219.0;7.0;87.0;159.0;0.0;4.0;2020;agosto
BARAJAS;10.0;56.0;1.0;0.0;4.0;8.0;3.0;9.0;19.0;0.0;0.0;0.0;0.0;12.0;6.0;1.0;0.0;2020;agosto
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;agosto
OTRAS UNIDADES;;;;;;;;;19.0;;;;;;;;;2020;agosto
CENTRO;30.0;64.0;4.0;61.0;2.0;112.0;36.0;30.0;47.0;0.0;12.0;730.0;4.0;406.0;846.0;19.0;3.0;2020;septiembre
ARGANZUELA;8.0;9.0;0.0;15.0;0.0;22.0;20.0;37.0;22.0;7.0;11.0;215.0;25.0;75.0;121.0;0.0;0.0;2020;septiembre
RETIRO;4.0;6.0;1.0;8.0;3.0;11.0;37.0;42.0;14.0;6.0;22.0;134.0;36.0;23.0;37.0;0.0;13.0;2020;septiembre
SALAMANCA;7.0;36.0;1.0;41.0;6.0;50.0;42.0;16.0;11.0;1.0;0.0;89.0;16.0;122.0;264.0;0.0;9.0;2020;septiembre
CHAMARTÍN;7.0;6.0;0.0;8.0;4.0;10.0;17.0;24.0;14.0;0.0;0.0;92.0;10.0;58.0;148.0;0.0;1.0;2020;septiembre
TETUÁN;7.0;12.0;1.0;6.0;2.0;17.0;26.0;21.0;11.0;0.0;11.0;160.0;1.0;59.0;125.0;0.0;7.0;2020;septiembre
CHAMBERÍ;9.0;16.0;0.0;8.0;1.0;18.0;55.0;39.0;10.0;0.0;1.0;128.0;12.0;215.0;312.0;0.0;1.0;2020;septiembre
FUENCARRAL - EL PARDO;4.0;11.0;0.0;38.0;8.0;17.0;17.0;18.0;32.0;2.0;6.0;130.0;5.0;93.0;159.0;0.0;1.0;2020;septiembre
MONCLOA - ARAVACA;10.0;26.0;0.0;20.0;2.0;11.0;12.0;10.0;16.0;1.0;9.0;300.0;6.0;17.0;42.0;2.0;8.0;2020;septiembre
LATINA;11.0;13.0;7.0;30.0;10.0;21.0;17.0;18.0;37.0;7.0;26.0;386.0;3.0;40.0;122.0;0.0;33.0;2020;septiembre
CARABANCHEL;25.0;30.0;1.0;32.0;4.0;41.0;30.0;59.0;47.0;19.0;35.0;350.0;3.0;40.0;129.0;1.0;17.0;2020;septiembre
USERA;15.0;6.0;5.0;18.0;0.0;18.0;18.0;19.0;32.0;2.0;5.0;540.0;1.0;19.0;52.0;0.0;1.0;2020;septiembre
PUENTE DE VALLECAS;38.0;17.0;12.0;90.0;4.0;65.0;35.0;31.0;18.0;19.0;10.0;251.0;0.0;129.0;130.0;0.0;0.0;2020;septiembre
MORATALAZ;9.0;12.0;0.0;3.0;0.0;6.0;35.0;46.0;11.0;0.0;1.0;94.0;0.0;67.0;72.0;1.0;27.0;2020;septiembre
CIUDAD LINEAL;22.0;23.0;1.0;31.0;6.0;26.0;41.0;46.0;28.0;3.0;4.0;136.0;1.0;77.0;99.0;0.0;0.0;2020;septiembre
HORTALEZA;10.0;3.0;3.0;41.0;11.0;14.0;48.0;41.0;22.0;1.0;0.0;262.0;19.0;16.0;25.0;0.0;56.0;2020;septiembre
VILLAVERDE;12.0;15.0;3.0;28.0;1.0;23.0;28.0;22.0;15.0;0.0;4.0;688.0;16.0;72.0;68.0;0.0;10.0;2020;septiembre
VILLA DE VALLECAS;12.0;18.0;13.0;16.0;5.0;24.0;8.0;16.0;12.0;0.0;2.0;81.0;9.0;29.0;41.0;0.0;5.0;2020;septiembre
VICÁLVARO;5.0;6.0;0.0;1.0;1.0;5.0;63.0;41.0;6.0;0.0;0.0;56.0;2.0;8.0;10.0;9.0;13.0;2020;septiembre
SAN BLAS - CANILLEJAS;13.0;13.0;2.0;23.0;4.0;25.0;28.0;20.0;15.0;0.0;5.0;200.0;6.0;68.0;91.0;1.0;35.0;2020;septiembre
BARAJAS;8.0;9.0;0.0;9.0;1.0;2.0;25.0;32.0;7.0;0.0;0.0;21.0;13.0;44.0;60.0;0.0;19.0;2020;septiembre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;septiembre
OTRAS UNIDADES;;;;;;;;;43.0;;;;;;;;;2020;septiembre
CENTRO;36.0;100.0;5.0;44.0;4.0;154.0;35.0;45.0;28.0;23.0;31.0;604.0;1.0;477.0;895.0;30.0;34.0;2020;octubre
ARGANZUELA;9.0;10.0;0.0;6.0;2.0;15.0;34.0;40.0;16.0;9.0;19.0;180.0;25.0;135.0;149.0;1.0;0.0;2020;octubre
RETIRO;2.0;3.0;0.0;7.0;1.0;8.0;30.0;31.0;13.0;2.0;18.0;149.0;20.0;42.0;112.0;0.0;0.0;2020;octubre
SALAMANCA;7.0;51.0;1.0;21.0;3.0;48.0;60.0;58.0;11.0;9.0;0.0;42.0;2.0;111.0;277.0;1.0;2.0;2020;octubre
CHAMARTÍN;4.0;4.0;0.0;6.0;2.0;13.0;49.0;42.0;9.0;0.0;0.0;98.0;9.0;51.0;134.0;1.0;1.0;2020;octubre
TETUÁN;24.0;19.0;1.0;9.0;3.0;26.0;34.0;34.0;10.0;5.0;12.0;190.0;1.0;71.0;189.0;0.0;0.0;2020;octubre
CHAMBERÍ;7.0;12.0;2.0;14.0;2.0;33.0;49.0;24.0;11.0;0.0;0.0;127.0;6.0;178.0;283.0;0.0;0.0;2020;octubre
FUENCARRAL - EL PARDO;11.0;8.0;5.0;39.0;4.0;17.0;48.0;37.0;30.0;0.0;4.0;400.0;6.0;155.0;248.0;0.0;2.0;2020;octubre
MONCLOA - ARAVACA;10.0;22.0;1.0;25.0;4.0;19.0;33.0;45.0;27.0;1.0;6.0;300.0;5.0;8.0;22.0;0.0;14.0;2020;octubre
LATINA;14.0;16.0;5.0;43.0;20.0;43.0;32.0;33.0;39.0;7.0;16.0;485.0;14.0;54.0;144.0;0.0;21.0;2020;octubre
CARABANCHEL;29.0;29.0;6.0;46.0;5.0;34.0;42.0;38.0;42.0;21.0;145.0;445.0;7.0;62.0;107.0;4.0;13.0;2020;octubre
USERA;19.0;23.0;7.0;19.0;2.0;24.0;15.0;24.0;21.0;53.0;7.0;430.0;7.0;30.0;101.0;0.0;0.0;2020;octubre
PUENTE DE VALLECAS;29.0;29.0;12.0;32.0;4.0;87.0;38.0;49.0;29.0;1.0;5.0;311.0;1.0;123.0;185.0;0.0;0.0;2020;octubre
MORATALAZ;16.0;24.0;1.0;4.0;1.0;8.0;14.0;17.0;13.0;4.0;0.0;67.0;1.0;64.0;54.0;3.0;13.0;2020;octubre
CIUDAD LINEAL;26.0;30.0;3.0;14.0;5.0;33.0;33.0;58.0;28.0;1.0;1.0;48.0;8.0;65.0;93.0;0.0;0.0;2020;octubre
HORTALEZA;7.0;7.0;2.0;49.0;14.0;25.0;32.0;38.0;14.0;0.0;0.0;266.0;37.0;22.0;42.0;0.0;65.0;2020;octubre
VILLAVERDE;12.0;25.0;7.0;44.0;1.0;23.0;16.0;20.0;15.0;0.0;6.0;460.0;9.0;43.0;106.0;0.0;90.0;2020;octubre
VILLA DE VALLECAS;14.0;16.0;3.0;13.0;28.0;19.0;16.0;20.0;7.0;6.0;0.0;121.0;2.0;61.0;77.0;0.0;14.0;2020;octubre
VICÁLVARO;7.0;8.0;1.0;0.0;2.0;5.0;14.0;16.0;3.0;0.0;0.0;96.0;0.0;41.0;28.0;11.0;10.0;2020;octubre
SAN BLAS - CANILLEJAS;22.0;19.0;6.0;28.0;9.0;18.0;51.0;28.0;34.0;0.0;1.0;87.0;8.0;131.0;252.0;4.0;77.0;2020;octubre
BARAJAS;4.0;17.0;0.0;13.0;4.0;11.0;10.0;20.0;6.0;0.0;0.0;18.0;0.0;13.0;20.0;0.0;19.0;2020;octubre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;octubre
OTRAS UNIDADES;;;;;;;;;22.0;;;;;;;;;2020;octubre
CENTRO;25.0;74.0;29.0;48.0;4.0;127.0;40.0;37.0;26.0;53.0;47.0;345.0;0.0;306.0;737.0;23.0;2.0;2020;noviembre
ARGANZUELA;7.0;12.0;1.0;14.0;2.0;19.0;34.0;27.0;6.0;3.0;6.0;94.0;3.0;80.0;118.0;1.0;8.0;2020;noviembre
RETIRO;5.0;6.0;3.0;10.0;2.0;17.0;38.0;39.0;4.0;5.0;22.0;56.0;16.0;21.0;21.0;0.0;7.0;2020;noviembre
SALAMANCA;6.0;32.0;2.0;39.0;3.0;68.0;72.0;62.0;8.0;2.0;3.0;34.0;11.0;60.0;130.0;0.0;2.0;2020;noviembre
CHAMARTÍN;3.0;3.0;0.0;2.0;1.0;33.0;51.0;43.0;11.0;0.0;2.0;41.0;3.0;58.0;129.0;0.0;5.0;2020;noviembre
TETUÁN;21.0;17.0;6.0;14.0;2.0;36.0;40.0;35.0;4.0;1.0;18.0;142.0;1.0;60.0;159.0;1.0;0.0;2020;noviembre
CHAMBERÍ;16.0;14.0;3.0;81.0;3.0;22.0;31.0;49.0;11.0;2.0;1.0;72.0;3.0;155.0;296.0;0.0;0.0;2020;noviembre
FUENCARRAL - EL PARDO;12.0;4.0;2.0;26.0;2.0;22.0;41.0;49.0;18.0;2.0;4.0;116.0;5.0;55.0;83.0;0.0;0.0;2020;noviembre
MONCLOA - ARAVACA;17.0;23.0;3.0;17.0;4.0;16.0;54.0;58.0;15.0;1.0;9.0;94.0;0.0;71.0;155.0;1.0;24.0;2020;noviembre
LATINA;12.0;21.0;2.0;33.0;9.0;33.0;27.0;36.0;14.0;8.0;13.0;296.0;3.0;36.0;107.0;2.0;14.0;2020;noviembre
CARABANCHEL;35.0;39.0;4.0;34.0;4.0;36.0;41.0;49.0;27.0;28.0;24.0;213.0;2.0;61.0;103.0;3.0;21.0;2020;noviembre
USERA;14.0;18.0;2.0;4.0;5.0;28.0;22.0;42.0;10.0;87.0;3.0;268.0;0.0;38.0;128.0;0.0;0.0;2020;noviembre
PUENTE DE VALLECAS;30.0;27.0;12.0;43.0;2.0;88.0;48.0;61.0;24.0;6.0;4.0;251.0;1.0;76.0;92.0;0.0;0.0;2020;noviembre
MORATALAZ;8.0;5.0;0.0;4.0;0.0;7.0;22.0;22.0;6.0;1.0;1.0;40.0;0.0;9.0;11.0;0.0;4.0;2020;noviembre
CIUDAD LINEAL;25.0;23.0;2.0;24.0;8.0;47.0;37.0;49.0;15.0;0.0;3.0;14.0;0.0;84.0;106.0;0.0;0.0;2020;noviembre
HORTALEZA;7.0;5.0;3.0;79.0;18.0;16.0;22.0;25.0;15.0;1.0;0.0;214.0;11.0;27.0;61.0;1.0;19.0;2020;noviembre
VILLAVERDE;13.0;27.0;2.0;27.0;0.0;28.0;17.0;14.0;15.0;4.0;7.0;308.0;10.0;45.0;110.0;0.0;25.0;2020;noviembre
VILLA DE VALLECAS;11.0;13.0;8.0;13.0;2.0;17.0;15.0;17.0;13.0;0.0;1.0;28.0;4.0;67.0;92.0;0.0;9.0;2020;noviembre
VICÁLVARO;10.0;4.0;0.0;1.0;4.0;7.0;11.0;12.0;4.0;0.0;0.0;82.0;0.0;27.0;15.0;2.0;6.0;2020;noviembre
SAN BLAS - CANILLEJAS;17.0;14.0;2.0;8.0;3.0;23.0;29.0;45.0;10.0;1.0;6.0;32.0;6.0;34.0;89.0;7.0;50.0;2020;noviembre
BARAJAS;2.0;17.0;2.0;9.0;1.0;4.0;8.0;12.0;4.0;0.0;0.0;8.0;1.0;9.0;20.0;0.0;8.0;2020;noviembre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;noviembre
OTRAS UNIDADES;;;;;;;;;29.0;;;;;;;;;2020;noviembre
CENTRO;31.0;61.0;198.0;38.0;13.0;107.0;29.0;49.0;22.0;116.0;6.0;270.0;0.0;204.0;434.0;34.0;3.0;2020;diciembre
ARGANZUELA;7.0;13.0;0.0;3.0;4.0;32.0;36.0;26.0;3.0;24.0;8.0;60.0;2.0;108.0;122.0;0.0;0.0;2020;diciembre
RETIRO;0.0;5.0;1.0;9.0;0.0;12.0;45.0;45.0;2.0;4.0;14.0;76.0;19.0;29.0;54.0;0.0;2.0;2020;diciembre
SALAMANCA;9.0;69.0;1.0;9.0;1.0;75.0;62.0;70.0;14.0;6.0;1.0;8.0;5.0;46.0;107.0;0.0;0.0;2020;diciembre
CHAMARTÍN;6.0;7.0;0.0;4.0;0.0;32.0;55.0;50.0;5.0;10.0;0.0;26.0;3.0;327.0;648.0;0.0;2.0;2020;diciembre
TETUÁN;17.0;16.0;0.0;5.0;1.0;19.0;43.0;39.0;7.0;5.0;12.0;19.0;0.0;39.0;119.0;1.0;0.0;2020;diciembre
CHAMBERÍ;10.0;10.0;1.0;13.0;0.0;15.0;33.0;50.0;10.0;3.0;0.0;68.0;10.0;60.0;112.0;0.0;1.0;2020;diciembre
FUENCARRAL - EL PARDO;10.0;8.0;1.0;16.0;0.0;23.0;35.0;41.0;13.0;4.0;0.0;16.0;0.0;86.0;151.0;2.0;1.0;2020;diciembre
MONCLOA - ARAVACA;11.0;17.0;0.0;7.0;2.0;13.0;45.0;47.0;14.0;3.0;10.0;49.0;2.0;23.0;40.0;0.0;2.0;2020;diciembre
LATINA;20.0;14.0;0.0;16.0;1.0;32.0;20.0;41.0;18.0;4.0;22.0;157.0;4.0;50.0;118.0;0.0;31.0;2020;diciembre
CARABANCHEL;50.0;31.0;0.0;10.0;2.0;78.0;40.0;43.0;16.0;7.0;5.0;80.0;0.0;42.0;128.0;2.0;26.0;2020;diciembre
USERA;12.0;18.0;0.0;3.0;1.0;35.0;27.0;26.0;15.0;23.0;9.0;294.0;3.0;16.0;57.0;0.0;1.0;2020;diciembre
PUENTE DE VALLECAS;25.0;21.0;7.0;14.0;2.0;74.0;46.0;72.0;36.0;8.0;7.0;72.0;2.0;59.0;83.0;1.0;0.0;2020;diciembre
MORATALAZ;7.0;5.0;0.0;1.0;0.0;14.0;22.0;28.0;2.0;0.0;0.0;16.0;0.0;14.0;15.0;3.0;2.0;2020;diciembre
CIUDAD LINEAL;16.0;24.0;1.0;18.0;3.0;58.0;32.0;55.0;21.0;2.0;0.0;6.0;0.0;49.0;71.0;0.0;0.0;2020;diciembre
HORTALEZA;7.0;9.0;6.0;30.0;11.0;23.0;31.0;42.0;5.0;0.0;0.0;77.0;13.0;24.0;69.0;0.0;5.0;2020;diciembre
VILLAVERDE;10.0;20.0;2.0;14.0;0.0;24.0;17.0;25.0;7.0;24.0;1.0;133.0;0.0;43.0;56.0;0.0;20.0;2020;diciembre
VILLA DE VALLECAS;13.0;23.0;5.0;4.0;4.0;13.0;27.0;27.0;7.0;0.0;0.0;26.0;2.0;102.0;64.0;0.0;0.0;2020;diciembre
VICÁLVARO;3.0;5.0;0.0;0.0;0.0;12.0;16.0;12.0;1.0;1.0;0.0;9.0;0.0;17.0;34.0;1.0;5.0;2020;diciembre
SAN BLAS - CANILLEJAS;17.0;20.0;2.0;7.0;1.0;31.0;36.0;31.0;3.0;0.0;4.0;24.0;0.0;31.0;52.0;3.0;20.0;2020;diciembre
BARAJAS;5.0;7.0;1.0;5.0;1.0;6.0;12.0;10.0;1.0;0.0;1.0;2.0;0.0;20.0;24.0;0.0;12.0;2020;diciembre
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2020;diciembre
OTRAS UNIDADES;;;;;;;;;10.0;;;;;;;;;2020;diciembre
