DISTRITOS;RELACIONADAS CON LAS PERSONAS;RELACIONADAS CON EL PATRIMONIO;POR TENENCIA DE ARMAS;POR TENENCIA DE DROGAS;POR CONSUMO DE DROGAS;PERSONAS DETENIDAS E INVESTIGADAS;CON VICTIMAS;SIN VICTIMAS;EXPEDIENTES;PROPIEDAD INTELECTUAL E INDUSTRIAL;INFRACCIONES ALIMENTARIAS;MAYORES DE EDAD;MENORES DE 18 AÑOS;INSPECCIONES Y ACTUACIONES;DENUNCIAS;EXPEDIENTES INSTRUIDOS;CONTACTOS CON CENTROS ESCOLARES;AÑO;MES
VILLAVERDE;14.0;19.0;5.0;33.0;2.0;33.0;30.0;27.0;12.0;5.0;3.0;60.0;2.0;84.0;101.0;0.0;37.0;2019;mayo
VILLA DE VALLECAS;13.0;25.0;5.0;34.0;100.0;33.0;26.0;21.0;14.0;1.0;6.0;60.0;1.0;67.0;93.0;0.0;18.0;2019;mayo
VICÁLVARO;0.0;0.0;1.0;8.0;3.0;8.0;11.0;13.0;3.0;1.0;0.0;92.0;1.0;24.0;13.0;0.0;1.0;2019;mayo
SAN BLAS - CANILLEJAS;19.0;13.0;2.0;25.0;2.0;36.0;49.0;30.0;19.0;1.0;18.0;50.0;3.0;56.0;53.0;5.0;38.0;2019;mayo
BARAJAS;2.0;10.0;0.0;19.0;4.0;7.0;21.0;28.0;6.0;0.0;2.0;10.0;1.0;44.0;52.0;1.0;30.0;2019;mayo
SIN DISTRITO ASIGNADO;112.0;133.0;10.0;155.0;7.0;18.0;0.0;0.0;;101.0;347.0;152.0;1.0;0.0;0.0;6.0;133.0;2019;mayo
OTRAS UNIDADES;;;;;;;;;16.0;;;;;;;;;2019;mayo
CENTRO;112.0;172.0;4.0;165.0;54.0;194.0;73.0;60.0;65.0;271.0;127.0;1576.0;3.0;273.0;567.0;22.0;5.0;2019;junio
ARGANZUELA;36.0;23.0;7.0;12.0;4.0;33.0;41.0;39.0;21.0;17.0;25.0;48.0;5.0;107.0;107.0;1.0;1.0;2019;junio
RETIRO;7.0;8.0;0.0;22.0;5.0;16.0;50.0;35.0;11.0;14.0;72.0;97.0;1.0;17.0;18.0;0.0;3.0;2019;junio
SALAMANCA;13.0;36.0;2.0;47.0;10.0;63.0;71.0;55.0;15.0;20.0;101.0;85.0;8.0;106.0;164.0;0.0;30.0;2019;junio
CHAMARTÍN;9.0;18.0;0.0;14.0;1.0;29.0;57.0;73.0;14.0;12.0;2.0;79.0;8.0;23.0;72.0;3.0;0.0;2019;junio
TETUÁN;28.0;14.0;2.0;29.0;8.0;28.0;42.0;36.0;18.0;4.0;44.0;148.0;9.0;50.0;134.0;2.0;11.0;2019;junio
CHAMBERÍ;13.0;15.0;3.0;22.0;4.0;22.0;67.0;49.0;17.0;4.0;14.0;152.0;14.0;168.0;313.0;0.0;3.0;2019;junio
FUENCARRAL - EL PARDO;20.0;19.0;0.0;17.0;1.0;23.0;55.0;40.0;34.0;6.0;28.0;0.0;0.0;56.0;105.0;2.0;5.0;2019;junio
MONCLOA - ARAVACA;22.0;37.0;1.0;16.0;4.0;39.0;36.0;42.0;22.0;2.0;3.0;93.0;0.0;16.0;16.0;1.0;7.0;2019;junio
LATINA;8.0;17.0;4.0;48.0;13.0;30.0;40.0;42.0;31.0;19.0;70.0;154.0;1.0;49.0;142.0;6.0;10.0;2019;junio
CARABANCHEL;39.0;37.0;1.0;27.0;5.0;65.0;51.0;62.0;45.0;18.0;163.0;126.0;1.0;155.0;186.0;8.0;35.0;2019;junio
USERA;26.0;20.0;2.0;20.0;6.0;28.0;32.0;33.0;33.0;20.0;57.0;272.0;6.0;62.0;155.0;0.0;4.0;2019;junio
PUENTE DE VALLECAS;34.0;35.0;12.0;93.0;6.0;92.0;60.0;78.0;34.0;27.0;47.0;129.0;5.0;118.0;144.0;0.0;0.0;2019;junio
MORATALAZ;6.0;6.0;1.0;18.0;1.0;9.0;21.0;29.0;16.0;1.0;4.0;19.0;2.0;26.0;31.0;2.0;4.0;2019;junio
CIUDAD LINEAL;36.0;38.0;14.0;44.0;4.0;38.0;57.0;71.0;29.0;1.0;11.0;43.0;1.0;114.0;151.0;2.0;3.0;2019;junio
HORTALEZA;7.0;8.0;1.0;23.0;6.0;23.0;45.0;51.0;27.0;0.0;0.0;7.0;0.0;36.0;60.0;2.0;24.0;2019;junio
VILLAVERDE;29.0;22.0;4.0;72.0;9.0;21.0;26.0;32.0;17.0;2.0;7.0;61.0;0.0;59.0;92.0;3.0;28.0;2019;junio
VILLA DE VALLECAS;15.0;42.0;2.0;18.0;12.0;25.0;30.0;20.0;23.0;2.0;6.0;9.0;1.0;54.0;59.0;0.0;14.0;2019;junio
VICÁLVARO;12.0;12.0;2.0;6.0;0.0;13.0;13.0;18.0;6.0;0.0;0.0;46.0;0.0;41.0;36.0;3.0;4.0;2019;junio
SAN BLAS - CANILLEJAS;36.0;32.0;0.0;18.0;5.0;64.0;48.0;51.0;19.0;34.0;94.0;42.0;0.0;114.0;168.0;8.0;19.0;2019;junio
BARAJAS;5.0;5.0;0.0;7.0;0.0;0.0;17.0;23.0;4.0;0.0;1.0;1.0;0.0;29.0;38.0;0.0;22.0;2019;junio
SIN DISTRITO ASIGNADO;53.0;47.0;3.0;9.0;2.0;6.0;0.0;0.0;;6.0;36.0;10.0;0.0;0.0;0.0;5.0;11.0;2019;junio
OTRAS UNIDADES;;;;;;;;;27.0;;;;;;;;;2019;junio
CENTRO;141.0;157.0;13.0;154.0;54.0;202.0;73.0;52.0;53.0;149.0;147.0;574.0;2.0;203.0;452.0;23.0;0.0;2019;julio
ARGANZUELA;33.0;55.0;1.0;24.0;5.0;25.0;37.0;32.0;11.0;20.0;18.0;84.0;0.0;67.0;79.0;0.0;0.0;2019;julio
RETIRO;8.0;6.0;1.0;13.0;2.0;13.0;58.0;46.0;12.0;11.0;404.0;91.0;7.0;25.0;30.0;0.0;0.0;2019;julio
SALAMANCA;13.0;37.0;4.0;46.0;6.0;54.0;83.0;66.0;12.0;6.0;78.0;62.0;17.0;166.0;231.0;0.0;0.0;2019;julio
CHAMARTÍN;4.0;12.0;1.0;10.0;1.0;21.0;71.0;60.0;14.0;7.0;1.0;69.0;1.0;72.0;143.0;1.0;0.0;2019;julio
TETUÁN;37.0;20.0;4.0;26.0;8.0;39.0;55.0;43.0;20.0;7.0;27.0;199.0;4.0;47.0;146.0;3.0;8.0;2019;julio
CHAMBERÍ;19.0;13.0;1.0;9.0;4.0;22.0;52.0;42.0;7.0;1.0;0.0;109.0;11.0;106.0;230.0;3.0;0.0;2019;julio
FUENCARRAL - EL PARDO;18.0;11.0;2.0;36.0;0.0;21.0;39.0;42.0;38.0;5.0;16.0;7.0;0.0;29.0;61.0;0.0;0.0;2019;julio
MONCLOA - ARAVACA;29.0;31.0;0.0;15.0;3.0;21.0;51.0;44.0;15.0;0.0;8.0;185.0;9.0;36.0;38.0;3.0;2.0;2019;julio
LATINA;14.0;19.0;2.0;11.0;1.0;30.0;40.0;37.0;27.0;3.0;29.0;128.0;2.0;60.0;78.0;1.0;0.0;2019;julio
CARABANCHEL;46.0;43.0;5.0;16.0;11.0;41.0;66.0;61.0;53.0;29.0;106.0;85.0;1.0;50.0;93.0;4.0;3.0;2019;julio
USERA;34.0;26.0;4.0;3.0;1.0;19.0;18.0;23.0;42.0;26.0;128.0;295.0;0.0;27.0;33.0;0.0;0.0;2019;julio
PUENTE DE VALLECAS;60.0;34.0;15.0;3.0;0.0;105.0;60.0;88.0;45.0;7.0;18.0;106.0;1.0;112.0;120.0;0.0;0.0;2019;julio
MORATALAZ;4.0;8.0;1.0;4.0;0.0;6.0;16.0;33.0;12.0;0.0;0.0;1.0;0.0;7.0;8.0;1.0;0.0;2019;julio
CIUDAD LINEAL;38.0;53.0;1.0;31.0;1.0;37.0;58.0;53.0;27.0;0.0;8.0;18.0;0.0;50.0;70.0;0.0;0.0;2019;julio
HORTALEZA;14.0;13.0;1.0;11.0;1.0;15.0;26.0;37.0;17.0;0.0;2.0;2.0;0.0;12.0;14.0;3.0;0.0;2019;julio
VILLAVERDE;26.0;23.0;0.0;56.0;12.0;36.0;26.0;28.0;4.0;25.0;6.0;137.0;3.0;47.0;59.0;2.0;11.0;2019;julio
VILLA DE VALLECAS;20.0;31.0;2.0;13.0;23.0;24.0;24.0;22.0;20.0;0.0;1.0;30.0;0.0;32.0;22.0;0.0;3.0;2019;julio
VICÁLVARO;11.0;5.0;0.0;3.0;4.0;6.0;11.0;14.0;8.0;0.0;0.0;16.0;0.0;38.0;66.0;0.0;0.0;2019;julio
SAN BLAS - CANILLEJAS;27.0;32.0;2.0;17.0;8.0;18.0;40.0;57.0;14.0;3.0;14.0;46.0;6.0;51.0;73.0;4.0;1.0;2019;julio
BARAJAS;8.0;11.0;0.0;2.0;1.0;12.0;11.0;24.0;1.0;3.0;3.0;1.0;0.0;39.0;29.0;0.0;2.0;2019;julio
SIN DISTRITO ASIGNADO;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2019;julio
OTRAS UNIDADES;;;;;;;;;21.0;;;;;;;;;2019;julio
CENTRO;81.0;140.0;2.0;211.0;80.0;141.0;38.0;29.0;38.0;235.0;182.0;1045.0;6.0;178.0;456.0;17.0;0.0;2019;agosto
